alias_id	alias_text	locale	normalized	route_kind	target_id	priority	match_type	negative_tokens	status	notes
AL.BEAUTY.0024	маска для лица	ru-RU	маска для лица	browse_node	BN.BEAUTY.SKINCARE	70	contains		active	skincare
AL.BEAUTY.0025	пилинг	ru-RU	пилинг	browse_node	BN.BEAUTY.SKINCARE	70	contains		active	skincare
AL.BEAUTY.0026	скраб для лица	ru-RU	скраб для лица	browse_node	BN.BEAUTY.SKINCARE	70	contains		active	skincare
AL.BEAUTY.0027	патчи	ru-RU	патчи	browse_node	BN.BEAUTY.SKINCARE	70	contains		active	skincare
AL.BEAUTY.0028	патчи под глаза	ru-RU	патчи под глаза	browse_node	BN.BEAUTY.SKINCARE	70	contains		active	skincare
AL.BEAUTY.0029	крем для глаз	ru-RU	крем для глаз	browse_node	BN.BEAUTY.SKINCARE	70	contains		active	skincare
AL.BEAUTY.0030	ретинол	ru-RU	ретинол	browse_node	BN.BEAUTY.SKINCARE	70	contains		active	skincare
AL.BEAUTY.0031	ниацинамид	ru-RU	ниацинамид	browse_node	BN.BEAUTY.SKINCARE	70	contains		active	skincare
AL.BEAUTY.0032	гиалуроновая кислота	ru-RU	гиалуроновая кислота	browse_node	BN.BEAUTY.SKINCARE	70	contains		active	skincare
AL.BEAUTY.0033	косметика для мужчин	ru-RU	косметика для мужчин	browse_node	BN.BEAUTY.SKINCARE	70	contains		active	skincare
AL.BEAUTY.0034	крем для мужчин	ru-RU	крем для мужчин	browse_node	BN.BEAUTY.SKINCARE	70	contains		active	skincare
AL.BEAUTY.0035	после бритья	ru-RU	после бритья	browse_node	BN.BEAUTY.SKINCARE	70	contains		active	skincare
AL.BEAUTY.0036	acne	ru-RU	acne	browse_node	BN.BEAUTY.SKINCARE	70	contains		active	skincare
AL.BEAUTY.0037	от прыщей	ru-RU	от прыщей	browse_node	BN.BEAUTY.SKINCARE	70	contains		active	skincare
AL.BEAUTY.0038	для проблемной кожи	ru-RU	для проблемной кожи	browse_node	BN.BEAUTY.SKINCARE	70	contains		active	skincare
AL.BEAUTY.0039	макияж	ru-RU	макияж	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0040	тональный крем	ru-RU	тональный крем	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0041	пудра	ru-RU	пудра	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0042	консилер	ru-RU	консилер	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0043	хайлайтер	ru-RU	хайлайтер	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0044	румяна	ru-RU	румяна	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0045	бронзер	ru-RU	бронзер	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0046	тушь	ru-RU	тушь	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0047	тушь для ресниц	ru-RU	тушь для ресниц	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0048	подводка	ru-RU	подводка	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0049	карандаш для глаз	ru-RU	карандаш для глаз	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0050	тени	ru-RU	тени	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0051	палетка теней	ru-RU	палетка теней	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0052	помада	ru-RU	помада	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0053	блеск для губ	ru-RU	блеск для губ	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0054	карандаш для губ	ru-RU	карандаш для губ	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0055	брови	ru-RU	брови	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0056	карандаш для бровей	ru-RU	карандаш для бровей	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0057	гель для бровей	ru-RU	гель для бровей	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0058	кисти для макияжа	ru-RU	кисти для макияжа	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0059	спонж	ru-RU	спонж	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0060	beauty blender	ru-RU	beauty blender	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0061	праймер	ru-RU	праймер	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0062	фиксатор макияжа	ru-RU	фиксатор макияжа	browse_node	BN.BEAUTY.MAKEUP	68	contains		active	makeup
AL.BEAUTY.0063	уход за волосами	ru-RU	уход за волосами	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0064	шампунь	ru-RU	шампунь	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0065	бальзам	ru-RU	бальзам	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0066	кондиционер для волос	ru-RU	кондиционер для волос	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0067	маска для волос	ru-RU	маска для волос	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0068	масло для волос	ru-RU	масло для волос	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0069	сыворотка для волос	ru-RU	сыворотка для волос	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0070	термозащита	ru-RU	термозащита	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0071	стайлинг	ru-RU	стайлинг	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0072	лак для волос	ru-RU	лак для волос	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0073	мусс для волос	ru-RU	мусс для волос	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0074	пена для укладки	ru-RU	пена для укладки	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0075	воск для волос	ru-RU	воск для волос	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0076	краска для волос	ru-RU	краска для волос	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0077	тоник для волос	ru-RU	тоник для волос	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0078	ампулы для волос	ru-RU	ампулы для волос	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0079	от выпадения волос	ru-RU	от выпадения волос	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0080	для роста волос	ru-RU	для роста волос	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0081	шампунь мужской	ru-RU	шампунь мужской	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0082	борода уход	ru-RU	борода уход	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0083	масло для бороды	ru-RU	масло для бороды	browse_node	BN.BEAUTY.HAIRCARE	68	contains		active	haircare
AL.BEAUTY.0084	гигиена	ru-RU	гигиена	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0085	гель для душа	ru-RU	гель для душа	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0086	мыло	ru-RU	мыло	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0087	жидкое мыло	ru-RU	жидкое мыло	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0088	скраб для тела	ru-RU	скраб для тела	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0089	крем для тела	ru-RU	крем для тела	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0090	лосьон для тела	ru-RU	лосьон для тела	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0091	масло для тела	ru-RU	масло для тела	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0092	дезодорант	ru-RU	дезодорант	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0093	антиперспирант	ru-RU	антиперспирант	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0094	депиляция	ru-RU	депиляция	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0095	воск для депиляции	ru-RU	воск для депиляции	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0096	бритва	ru-RU	бритва	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0097	станок для бритья	ru-RU	станок для бритья	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0098	пенка для бритья	ru-RU	пенка для бритья	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0099	после бритья	ru-RU	после бритья	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0100	интимная гигиена	ru-RU	интимная гигиена	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0101	прокладки	ru-RU	прокладки	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0102	тампоны	ru-RU	тампоны	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0103	уход за руками	ru-RU	уход за руками	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0104	крем для рук	ru-RU	крем для рук	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0105	крем для ног	ru-RU	крем для ног	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0106	педикюр	ru-RU	педикюр	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0107	маникюр набор	ru-RU	маникюр набор	browse_node	BN.BEAUTY.BODYCARE	66	contains		active	bodycare
AL.BEAUTY.0108	парфюм	ru-RU	парфюм	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0109	духи	ru-RU	духи	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0110	туалетная вода	ru-RU	туалетная вода	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0111	одеколон	ru-RU	одеколон	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0112	парфюмерия	ru-RU	парфюмерия	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0113	нишевые духи	ru-RU	нишевые духи	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0114	аромат	ru-RU	аромат	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0115	ароматы	ru-RU	ароматы	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0116	пробник духов	ru-RU	пробник духов	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0117	миниатюра духов	ru-RU	миниатюра духов	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0118	набор духов	ru-RU	набор духов	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0119	парфюм мужской	ru-RU	парфюм мужской	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0120	парфюм женский	ru-RU	парфюм женский	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0121	tom ford	ru-RU	tom ford	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0122	dior sauvage	ru-RU	dior sauvage	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0123	chanel	ru-RU	chanel	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0124	ysl	ru-RU	ysl	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0125	creed aventus	ru-RU	creed aventus	browse_node	BN.BEAUTY.FRAGRANCE	75	contains		active	fragrance
AL.BEAUTY.0126	витамины	ru-RU	витамины	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0127	витамин d	ru-RU	витамин d	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0128	омега 3	ru-RU	омега 3	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0129	магний	ru-RU	магний	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0130	цинк	ru-RU	цинк	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0131	коллаген	ru-RU	коллаген	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0132	биодобавки	ru-RU	биодобавки	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0133	бад	ru-RU	бад	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0134	витамины для детей	ru-RU	витамины для детей	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0135	витамины для женщин	ru-RU	витамины для женщин	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0136	тонометр	ru-RU	тонометр	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0137	глюкометр	ru-RU	глюкометр	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0138	пульсоксиметр	ru-RU	пульсоксиметр	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0139	термометр	ru-RU	термометр	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0140	пластыри	ru-RU	пластыри	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0141	бинт	ru-RU	бинт	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0142	маска медицинская	ru-RU	маска медицинская	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0143	антисептик	ru-RU	антисептик	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0144	линзы	ru-RU	линзы	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0145	контактные линзы	ru-RU	контактные линзы	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0146	раствор для линз	ru-RU	раствор для линз	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0147	очки для зрения	ru-RU	очки для зрения	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0148	ортопедический корсет	ru-RU	ортопедический корсет	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0149	наколенник	ru-RU	наколенник	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0150	стельки ортопедические	ru-RU	стельки ортопедические	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0151	зубная паста	ru-RU	зубная паста	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0152	щетка зубная	ru-RU	щетка зубная	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0153	щётка зубная	ru-RU	щетка зубная	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0154	ополаскиватель	ru-RU	ополаскиватель	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0155	ирригатор	ru-RU	ирригатор	browse_node	BN.BEAUTY.HEALTH	72	contains		active	health
AL.BEAUTY.0156	фен	ru-RU	фен	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0157	фен dyson	ru-RU	фен dyson	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0158	стайлер	ru-RU	стайлер	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0159	плойка	ru-RU	плойка	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0160	утюжок	ru-RU	утюжок	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0161	выпрямитель волос	ru-RU	выпрямитель волос	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0162	машинка для стрижки	ru-RU	машинка для стрижки	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0163	триммер	ru-RU	триммер	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0164	бритва электрическая	ru-RU	бритва электрическая	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0165	эпилятор	ru-RU	эпилятор	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0166	фотоэпилятор	ru-RU	фотоэпилятор	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0167	массажер	ru-RU	массажер	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0168	массажёр	ru-RU	массажер	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0169	электрическая зубная щетка	ru-RU	электрическая зубная щетка	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0170	электрическая зубная щётка	ru-RU	электрическая зубная щетка	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0171	ирригатор	ru-RU	ирригатор	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0172	ультразвуковая щетка для лица	ru-RU	ультразвуковая щетка для лица	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0173	щетка для очищения лица	ru-RU	щетка для очищения лица	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0174	дарсонваль	ru-RU	дарсонваль	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0175	аппарат для маникюра	ru-RU	аппарат для маникюра	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0176	лампа для ногтей	ru-RU	лампа для ногтей	browse_node	BN.BEAUTY.DEVICES	74	contains		active	beauty devices
AL.BEAUTY.0177	как сделать макияж	ru-RU	как сделать макияж	blocked	BLOCKED	0	contains		active	noise / not offers
AL.BEAUTY.0178	инструкция	ru-RU	инструкция	blocked	BLOCKED	0	contains		active	noise / not offers
AL.BEAUTY.0179	как	ru-RU	как	blocked	BLOCKED	0	contains		active	noise / not offers
AL.BEAUTY.0180	своими руками	ru-RU	своими руками	blocked	BLOCKED	0	contains		active	noise / not offers
AL.BEAUTY.0181	рецепт маски	ru-RU	рецепт маски	blocked	BLOCKED	0	contains		active	noise / not offers
AL.BEAUTY.0182	домашняя маска	ru-RU	домашняя маска	blocked	BLOCKED	0	contains		active	noise / not offers
AL.BEAUTY.0183	скачать	ru-RU	скачать	blocked	BLOCKED	0	contains		active	noise / not offers
AL.BEAUTY.0184	игра	ru-RU	игра	blocked	BLOCKED	0	contains		active	noise / not offers
AL.BEAUTY.0185	обои	ru-RU	обои	blocked	BLOCKED	0	contains		active	noise / not offers
AL.BEAUTY.0186	форум	ru-RU	форум	blocked	BLOCKED	0	contains		active	noise / not offers
AL.BEAUTY.0187	отзывы	ru-RU	отзывы	blocked	BLOCKED	0	contains		active	noise / not offers
AL.BEAUTY.0188	айфон	ru-RU	айфон	canonical	TECH.PHONES	90	contains		active	non-beauty tech/device disamb
AL.BEAUTY.0189	iphone	ru-RU	iphone	canonical	TECH.PHONES	90	contains		active	non-beauty tech/device disamb
AL.BEAUTY.0190	samsung galaxy	ru-RU	samsung galaxy	canonical	TECH.PHONES	90	contains		active	non-beauty tech/device disamb
AL.BEAUTY.0191	ноутбук	ru-RU	ноутбук	canonical	TECH.LAPTOPS	90	contains		active	non-beauty tech/device disamb
AL.BEAUTY.0192	планшет	ru-RU	планшет	canonical	TECH.LAPTOPS	90	contains		active	non-beauty tech/device disamb
AL.BEAUTY.0193	пылесос	ru-RU	пылесос	canonical	APPL.SMALL	90	contains		active	non-beauty tech/device disamb
AL.BEAUTY.0194	робот пылесос	ru-RU	робот пылесос	canonical	APPL.SMALL	90	contains		active	non-beauty tech/device disamb
