qid	query_text	locale	expected_route_kind	expected_target	expected_l0	expected_l1	intent	notes
Q.BEAUTY.0019	станок для бритья Philips оригинал	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	product	
Q.BEAUTY.0020	скраб для тела Garnier оригинал	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	product	
Q.BEAUTY.0021	крем для тела Chanel купить	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	product	
Q.BEAUTY.0022	антиперспирант Dyson	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	product	
Q.BEAUTY.0023	гель для душа La Roche-Posay оригинал	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	product	
Q.BEAUTY.0024	воск для депиляции купить	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	product	
Q.BEAUTY.0025	гель для душа L'Oréal оригинал	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	product	
Q.BEAUTY.0026	воск для депиляции б/у	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	product	
Q.BEAUTY.0027	станок для бритья Dyson	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	product	
Q.BEAUTY.0028	антиперспирант Nivea	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	product	
Q.BEAUTY.0029	станок для бритья Chanel доставка	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	product	
Q.BEAUTY.0030	крем для тела Bioderma оригинал	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	product	
Q.BEAUTY.0031	гель для душа CeraVe оригинал	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	product	
Q.BEAUTY.0032	воск для депиляции недорого	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	product	
Q.BEAUTY.0033	гель для душа La Roche-Posay	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	product	
Q.BEAUTY.0034	антиперспирант Dyson	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	product	
Q.BEAUTY.0035	уход за телом и гигиена купить	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	browse	category browse
Q.BEAUTY.0036	уход за телом и гигиена рядом	ru-RU	canonical	BEAUTY.BODYCARE	BEAUTY	BEAUTY.BODYCARE	browse	category browse
Q.BEAUTY.0037	машинка для стрижки YSL купить	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0038	эпилятор NYX недорого	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0039	триммер Bioderma б/у	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0040	машинка для стрижки Garnier б/у	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0041	массажер для лица б/у	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0042	фотоэпилятор Nivea недорого	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0043	стайлер для волос Philips	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0044	фотоэпилятор La Roche-Posay доставка	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0045	фен Dyson оригинал	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0046	стайлер для волос Bioderma недорого	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0047	ирригатор Bioderma купить	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0048	фотоэпилятор La Roche-Posay купить	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0049	ирригатор Chanel недорого	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0050	массажер для лица оригинал	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0051	ирригатор Garnier б/у	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0052	электрическая зубная щетка Philips б/у	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0053	фотоэпилятор Maybelline б/у	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0054	электрическая зубная щетка The Ordinary доставка	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0055	эпилятор YSL	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0056	машинка для стрижки Vichy оригинал	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0057	утюжок для волос доставка	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0058	стайлер для волос Garnier недорого	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0059	плойка б/у	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0060	электрическая зубная щетка Nivea	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0061	фен Chanel	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0062	массажер для лица недорого	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0063	лампа для ногтей купить	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0064	фен L'Oréal	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0065	стайлер для волос Philips купить	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0066	массажер для лица	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0067	массажер для лица б/у	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0068	плойка купить	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0069	бритва электрическая Dyson доставка	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0070	утюжок для волос	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	product	
Q.BEAUTY.0071	техника для красоты и здоровья купить	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	browse	category browse
Q.BEAUTY.0072	техника для красоты и здоровья рядом	ru-RU	canonical	BEAUTY.DEVICES	BEAUTY	BEAUTY.DEVICES	browse	category browse
Q.BEAUTY.0073	набор духов подарочный оригинал	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0074	набор духов подарочный недорого	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0075	туалетная вода Bioderma б/у	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0076	аромат L'Oréal оригинал	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0077	духи Vichy 200 мл недорого	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0078	набор духов подарочный б/у	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0079	парфюм мужской Braun	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0080	набор духов подарочный	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0081	духи La Roche-Posay 200 мл оригинал	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0082	парфюм мужской Braun	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0083	одеколон La Roche-Posay	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0084	набор духов подарочный купить	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0085	пробник духов Philips купить	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0086	туалетная вода NYX	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0087	парфюм женский The Ordinary б/у	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0088	одеколон Nivea б/у	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0089	парфюм женский Braun купить	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0090	парфюм женский The Ordinary оригинал	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0091	набор духов подарочный	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0092	аромат Braun купить	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0093	одеколон Maybelline б/у	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0094	нишевая парфюмерия Bioderma купить	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0095	духи Dior 30 мл недорого	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0096	туалетная вода Nivea оригинал	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0097	духи Braun 100 мл	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0098	набор духов подарочный купить	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0099	туалетная вода Garnier недорого	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0100	набор духов подарочный недорого	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0101	духи The Ordinary 30 мл доставка	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0102	духи Dyson 100 мл купить	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0103	туалетная вода Dior оригинал	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0104	нишевая парфюмерия CeraVe купить	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0105	набор духов подарочный купить	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0106	пробник духов Philips	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	
Q.BEAUTY.0107	парфюмерия купить	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	browse	category browse
Q.BEAUTY.0108	парфюмерия рядом	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	browse	category browse
Q.BEAUTY.0109	масло для волос Bioderma	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0110	шампунь для сухих волос Vichy купить	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0111	бальзам для волос Dyson оригинал	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0112	термозащита для волос The Ordinary б/у	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0113	бальзам для волос Philips недорого	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0114	масло для волос Nivea купить	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0115	сыворотка для роста волос доставка	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0116	краска для волос YSL оригинал	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0117	маска для волос Maybelline оригинал	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0118	маска для волос The Ordinary недорого	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0119	краска для волос Dyson доставка	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0120	масло для волос YSL	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0121	краска для волос Dyson недорого	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0122	ампулы от выпадения волос недорого	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0123	маска для волос Chanel	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0124	лак для волос The Ordinary недорого	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0125	лак для волос La Roche-Posay б/у	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0126	краска для волос Chanel купить	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0127	бальзам для волос La Roche-Posay купить	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0128	ампулы от выпадения волос оригинал	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0129	бальзам для волос L'Oréal б/у	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0130	термозащита для волос The Ordinary	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0131	ампулы от выпадения волос купить	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0132	лак для волос Philips оригинал	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0133	краска для волос Dior доставка	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0134	сыворотка для роста волос недорого	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0135	краска для волос Vichy оригинал	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0136	шампунь для сухих волос Dior	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0137	сыворотка для роста волос	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0138	маска для волос Braun купить	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0139	шампунь для сухих волос Garnier доставка	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0140	ампулы от выпадения волос б/у	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0141	термозащита для волос Philips	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0142	лак для волос La Roche-Posay доставка	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	product	
Q.BEAUTY.0143	уход за волосами купить	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	browse	category browse
Q.BEAUTY.0144	уход за волосами рядом	ru-RU	canonical	BEAUTY.HAIRCARE	BEAUTY	BEAUTY.HAIRCARE	browse	category browse
Q.BEAUTY.0145	раствор для линз недорого	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0146	бад для суставов доставка	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0147	контактные линзы -1.5 оригинал	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0148	раствор для линз доставка	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0149	наколенник ортопедический недорого	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0150	наколенник ортопедический б/у	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0151	глюкометр купить	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0152	пульсоксиметр купить	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0153	раствор для линз недорого	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0154	пульсоксиметр оригинал	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0155	коллаген оригинал	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0156	тонометр автоматический оригинал	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0157	зубная паста б/у	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0158	контактные линзы -1.5	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0159	тонометр автоматический доставка	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0160	пульсоксиметр оригинал	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0161	омега 3 недорого	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0162	ирригатор б/у	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0163	магний цитрат б/у	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0164	тонометр автоматический	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0165	омега 3	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0166	омега 3	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0167	витамин d3 доставка	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0168	бад для суставов оригинал	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0169	пульсоксиметр недорого	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0170	пульсоксиметр недорого	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0171	омега 3 доставка	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0172	контактные линзы -1.5 недорого	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0173	витамин d3 недорого	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0174	раствор для линз оригинал	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0175	бад для суставов доставка	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0176	цинк	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0177	раствор для линз б/у	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0178	коллаген оригинал	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	
Q.BEAUTY.0179	товары для здоровья (витамины, мед-товары) купить	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	browse	category browse
Q.BEAUTY.0180	товары для здоровья (витамины, мед-товары) рядом	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	browse	category browse
Q.BEAUTY.0181	пудра Braun недорого	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0182	карандаш для бровей CeraVe купить	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0183	подводка красный купить	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0184	подводка нюд оригинал	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0185	тушь для ресниц La Roche-Posay доставка	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0186	карандаш для бровей L'Oréal доставка	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0187	пудра Philips б/у	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
