browse_node_id	parent_browse_node_id	title_ru	slug	depth	canonical_category_code	sort_order	status	meta_json
BN.KIDS.STROLLERS.05	BN.KIDS.STROLLERS	Автокресла 9–36	avtokresla-9-36	3	KIDS.STROLLERS_CARSEATS	50	active	"{""presetFilters"": {""type"": ""carseat_9_36""}, ""ui"": {""visibility"": ""secondary""}}"
BN.KIDS.STROLLERS.06	BN.KIDS.STROLLERS	Базы ISOFIX и аксессуары	bazy-isofix-i-aksessuary	3	KIDS.STROLLERS_CARSEATS	60	active	"{""presetFilters"": {""type"": ""isofix_accessories""}, ""ui"": {""visibility"": ""secondary""}}"
BN.KIDS.NURSERY.01	BN.KIDS.NURSERY	Кроватки и матрасы	krovatki-i-matrasy	3	KIDS.NURSERY_FURNITURE	10	active	"{""presetFilters"": {""type"": ""cribs_mattresses""}, ""ui"": {""visibility"": ""secondary""}}"
BN.KIDS.NURSERY.02	BN.KIDS.NURSERY	Комоды и пеленальные столики	komody-i-pelenalnye-stoliki	3	KIDS.NURSERY_FURNITURE	20	active	"{""presetFilters"": {""type"": ""changing_tables""}, ""ui"": {""visibility"": ""secondary""}}"
BN.KIDS.NURSERY.03	BN.KIDS.NURSERY	Манежи	manezhi	3	KIDS.NURSERY_FURNITURE	30	active	"{""presetFilters"": {""type"": ""playpens""}, ""ui"": {""visibility"": ""secondary""}}"
BN.KIDS.NURSERY.04	BN.KIDS.NURSERY	Барьерчики и защита дома	barerchiki-i-zaschita-doma	3	KIDS.NURSERY_FURNITURE	40	active	"{""presetFilters"": {""type"": ""home_safety""}, ""ui"": {""visibility"": ""secondary""}}"
BN.KIDS.NURSERY.05	BN.KIDS.NURSERY	Стульчики для кормления	stulchiki-dlya-kormleniya	3	KIDS.NURSERY_FURNITURE	50	active	"{""presetFilters"": {""type"": ""highchairs""}, ""ui"": {""visibility"": ""secondary""}}"
BN.KIDS.TOYS.01	BN.KIDS.TOYS	Конструкторы и LEGO	konstruktory-i-lego	3	KIDS.TOYS_GAMES	10	active	"{""presetFilters"": {""type"": ""construction""}, ""ui"": {""visibility"": ""secondary""}}"
BN.KIDS.TOYS.02	BN.KIDS.TOYS	Куклы и фигурки	kukly-i-figurki	3	KIDS.TOYS_GAMES	20	active	"{""presetFilters"": {""type"": ""dolls_figures""}, ""ui"": {""visibility"": ""secondary""}}"
BN.KIDS.TOYS.03	BN.KIDS.TOYS	Мягкие игрушки	myagkie-igrushki	3	KIDS.TOYS_GAMES	30	active	"{""presetFilters"": {""type"": ""plush""}, ""ui"": {""visibility"": ""secondary""}}"
BN.KIDS.TOYS.04	BN.KIDS.TOYS	Развивающие	razvivayuschie	3	KIDS.TOYS_GAMES	40	active	"{""presetFilters"": {""type"": ""educational""}, ""ui"": {""visibility"": ""secondary""}}"
BN.KIDS.TOYS.05	BN.KIDS.TOYS	Настольные игры	nastolnye-igry	3	KIDS.TOYS_GAMES	50	active	"{""presetFilters"": {""type"": ""board_games""}, ""ui"": {""visibility"": ""secondary""}}"
BN.KIDS.TOYS.06	BN.KIDS.TOYS	Транспорт и радиоуправление	transport-i-radioupravlenie	3	KIDS.TOYS_GAMES	60	active	"{""presetFilters"": {""type"": ""vehicles_rc""}, ""ui"": {""visibility"": ""secondary""}}"
