browse_node_id	parent_browse_node_id	title_ru	slug	depth	canonical_category_code	sort_order	status	meta_json
BN.PETS.HYGIENE.04	BN.PETS.HYGIENE	Шампуни и купание	shampuni-i-kupanie	3	PETS.HYGIENE	40	active	"{""presetFilters"": {""type"": ""shampoo_bath""}, ""ui"": {""visibility"": ""secondary""}}"
BN.PETS.HYGIENE.05	BN.PETS.HYGIENE	Груминг и уход	gruming-i-uhod	3	PETS.HYGIENE	50	active	"{""presetFilters"": {""type"": ""grooming""}, ""ui"": {""visibility"": ""secondary""}}"
BN.PETS.HYGIENE.06	BN.PETS.HYGIENE	Пакеты для уборки	pakety-dlya-uborki	3	PETS.HYGIENE	60	active	"{""presetFilters"": {""type"": ""poop_bags""}, ""ui"": {""visibility"": ""secondary""}}"
BN.PETS.ACCESSORIES.01	BN.PETS.ACCESSORIES	Ошейники, поводки, шлейки	osheyniki-povodki-shleyki	3	PETS.ACCESSORIES	10	active	"{""presetFilters"": {""type"": ""walking""}, ""ui"": {""visibility"": ""secondary""}}"
BN.PETS.ACCESSORIES.02	BN.PETS.ACCESSORIES	Миски и поилки	miski-i-poilki	3	PETS.ACCESSORIES	20	active	"{""presetFilters"": {""type"": ""bowls_waterers""}, ""ui"": {""visibility"": ""secondary""}}"
BN.PETS.ACCESSORIES.03	BN.PETS.ACCESSORIES	Лежанки и домики	lezhanki-i-domiki	3	PETS.ACCESSORIES	30	active	"{""presetFilters"": {""type"": ""beds_houses""}, ""ui"": {""visibility"": ""secondary""}}"
BN.PETS.ACCESSORIES.04	BN.PETS.ACCESSORIES	Переноски и клетки	perenoski-i-kletki	3	PETS.ACCESSORIES	40	active	"{""presetFilters"": {""type"": ""carriers_cages""}, ""ui"": {""visibility"": ""secondary""}}"
BN.PETS.ACCESSORIES.05	BN.PETS.ACCESSORIES	Игрушки	igrushki	3	PETS.ACCESSORIES	50	active	"{""presetFilters"": {""type"": ""toys""}, ""ui"": {""visibility"": ""secondary""}}"
BN.PETS.ACCESSORIES.06	BN.PETS.ACCESSORIES	Аксессуары для аквариума	aksessuary-dlya-akvariuma	3	PETS.ACCESSORIES	60	active	"{""presetFilters"": {""type"": ""aquarium""}, ""ui"": {""visibility"": ""secondary""}}"
BN.PETS.HEALTH.01	BN.PETS.HEALTH	Средства от блох/клещей	sredstva-ot-bloh-kleschey	3	PETS.HEALTH	10	active	"{""presetFilters"": {""type"": ""flea_tick""}, ""ui"": {""visibility"": ""secondary""}}"
BN.PETS.HEALTH.02	BN.PETS.HEALTH	Дегельминтизация	degelmintizatsiya	3	PETS.HEALTH	20	active	"{""presetFilters"": {""type"": ""deworming""}, ""ui"": {""visibility"": ""secondary""}}"
BN.PETS.HEALTH.03	BN.PETS.HEALTH	Витамины и добавки для питомцев	vitaminy-i-dobavki-dlya-pitomtsev	3	PETS.HEALTH	30	active	"{""presetFilters"": {""type"": ""pet_vitamins""}, ""ui"": {""visibility"": ""secondary""}}"
BN.PETS.HEALTH.04	BN.PETS.HEALTH	Уход за зубами	uhod-za-zubami	3	PETS.HEALTH	40	active	"{""presetFilters"": {""type"": ""dental""}, ""ui"": {""visibility"": ""secondary""}}"
BN.PETS.HEALTH.05	BN.PETS.HEALTH	Перевязка и расходники	perevyazka-i-rashodniki	3	PETS.HEALTH	50	active	"{""presetFilters"": {""type"": ""supplies""}, ""ui"": {""visibility"": ""secondary""}}"
