browse_node_id	parent_browse_node_id	title_ru	slug	depth	canonical_category_code	sort_order	status	meta_json
BN.FASH.WOMEN.04	BN.FASH.WOMEN	Джинсы и брюки	dzhinsy-i-bryuki	3	FASH.WOMEN	40	active	"{""presetFilters"": {""type"": ""pants_jeans"", ""gender"": ""women""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.WOMEN.05	BN.FASH.WOMEN	Юбки и шорты	yubki-i-shorty	3	FASH.WOMEN	50	active	"{""presetFilters"": {""type"": ""skirts_shorts"", ""gender"": ""women""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.WOMEN.06	BN.FASH.WOMEN	Бельё и пижамы	bele-i-pizhamy	3	FASH.WOMEN	60	active	"{""presetFilters"": {""type"": ""underwear_sleep"", ""gender"": ""women""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.WOMEN.07	BN.FASH.WOMEN	Спорт и домашняя одежда	sport-i-domashnyaya-odezhda	3	FASH.WOMEN	70	active	"{""presetFilters"": {""type"": ""sport_homewear"", ""gender"": ""women""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.MEN.01	BN.FASH.MEN	Верхняя одежда	verhnyaya-odezhda	3	FASH.MEN	10	active	"{""presetFilters"": {""type"": ""outerwear"", ""gender"": ""men""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.MEN.02	BN.FASH.MEN	Футболки и поло	futbolki-i-polo	3	FASH.MEN	20	active	"{""presetFilters"": {""type"": ""tshirts_polo"", ""gender"": ""men""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.MEN.03	BN.FASH.MEN	Рубашки и свитеры	rubashki-i-svitery	3	FASH.MEN	30	active	"{""presetFilters"": {""type"": ""shirts_knitwear"", ""gender"": ""men""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.MEN.04	BN.FASH.MEN	Джинсы и брюки	dzhinsy-i-bryuki	3	FASH.MEN	40	active	"{""presetFilters"": {""type"": ""pants_jeans"", ""gender"": ""men""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.MEN.05	BN.FASH.MEN	Костюмы и пиджаки	kostyumy-i-pidzhaki	3	FASH.MEN	50	active	"{""presetFilters"": {""type"": ""suits_blazers"", ""gender"": ""men""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.MEN.06	BN.FASH.MEN	Бельё и пижамы	bele-i-pizhamy	3	FASH.MEN	60	active	"{""presetFilters"": {""type"": ""underwear_sleep"", ""gender"": ""men""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.MEN.07	BN.FASH.MEN	Спорт и домашняя одежда	sport-i-domashnyaya-odezhda	3	FASH.MEN	70	active	"{""presetFilters"": {""type"": ""sport_homewear"", ""gender"": ""men""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.KIDS.01	BN.FASH.KIDS	Для малышей	dlya-malyshey	3	FASH.KIDS	10	active	"{""presetFilters"": {""age"": ""baby"", ""type"": ""clothing""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.KIDS.02	BN.FASH.KIDS	Для девочек	dlya-devochek	3	FASH.KIDS	20	active	"{""presetFilters"": {""age"": ""kids"", ""gender"": ""girls"", ""type"": ""clothing""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.KIDS.03	BN.FASH.KIDS	Для мальчиков	dlya-malchikov	3	FASH.KIDS	30	active	"{""presetFilters"": {""age"": ""kids"", ""gender"": ""boys"", ""type"": ""clothing""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.KIDS.04	BN.FASH.KIDS	Школьная форма	shkolnaya-forma	3	FASH.KIDS	40	active	"{""presetFilters"": {""age"": ""kids"", ""type"": ""school_uniform""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.KIDS.05	BN.FASH.KIDS	Верхняя одежда	verhnyaya-odezhda	3	FASH.KIDS	50	active	"{""presetFilters"": {""age"": ""kids"", ""type"": ""outerwear""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.KIDS.06	BN.FASH.KIDS	Одежда для спорта	odezhda-dlya-sporta	3	FASH.KIDS	60	active	"{""presetFilters"": {""age"": ""kids"", ""type"": ""sportwear""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.SHOES.01	BN.FASH.SHOES	Женская обувь	zhenskaya-obuv	3	FASH.SHOES	10	active	"{""presetFilters"": {""gender"": ""women""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.SHOES.02	BN.FASH.SHOES	Мужская обувь	muzhskaya-obuv	3	FASH.SHOES	20	active	"{""presetFilters"": {""gender"": ""men""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.SHOES.03	BN.FASH.SHOES	Детская обувь	detskaya-obuv	3	FASH.SHOES	30	active	"{""presetFilters"": {""age"": ""kids""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.SHOES.04	BN.FASH.SHOES	Кроссовки и кеды	krossovki-i-kedy	3	FASH.SHOES	40	active	"{""presetFilters"": {""type"": ""sneakers""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.SHOES.05	BN.FASH.SHOES	Ботинки и сапоги	botinki-i-sapogi	3	FASH.SHOES	50	active	"{""presetFilters"": {""type"": ""boots""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.SHOES.06	BN.FASH.SHOES	Туфли и балетки	tufli-i-baletki	3	FASH.SHOES	60	active	"{""presetFilters"": {""type"": ""formal""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.SHOES.07	BN.FASH.SHOES	Сандалии и шлёпанцы	sandalii-i-shlepantsy	3	FASH.SHOES	70	active	"{""presetFilters"": {""type"": ""sandals""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.SHOES.08	BN.FASH.SHOES	Домашняя обувь	domashnyaya-obuv	3	FASH.SHOES	80	active	"{""presetFilters"": {""type"": ""home_slippers""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.BAGS.01	BN.FASH.BAGS	Рюкзаки	ryukzaki	3	FASH.BAGS	10	active	"{""presetFilters"": {""type"": ""backpacks""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.BAGS.02	BN.FASH.BAGS	Сумки женские	sumki-zhenskie	3	FASH.BAGS	20	active	"{""presetFilters"": {""type"": ""women_bags""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.BAGS.03	BN.FASH.BAGS	Сумки мужские	sumki-muzhskie	3	FASH.BAGS	30	active	"{""presetFilters"": {""type"": ""men_bags""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.BAGS.04	BN.FASH.BAGS	Школьные и городские	shkolnye-i-gorodskie	3	FASH.BAGS	40	active	"{""presetFilters"": {""type"": ""urban_school""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.BAGS.05	BN.FASH.BAGS	Дорожные сумки и чемоданы	dorozhnye-sumki-i-chemodany	3	FASH.BAGS	50	active	"{""presetFilters"": {""type"": ""travel""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.BAGS.06	BN.FASH.BAGS	Спортивные сумки	sportivnye-sumki	3	FASH.BAGS	60	active	"{""presetFilters"": {""type"": ""sport_bags""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.ACCESSORIES.01	BN.FASH.ACCESSORIES	Украшения и бижутерия	ukrasheniya-i-bizhuteriya	3	FASH.ACCESSORIES	10	active	"{""presetFilters"": {""type"": ""jewelry""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.ACCESSORIES.02	BN.FASH.ACCESSORIES	Часы	chasy	3	FASH.ACCESSORIES	20	active	"{""presetFilters"": {""type"": ""watches""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.ACCESSORIES.03	BN.FASH.ACCESSORIES	Ремни	remni	3	FASH.ACCESSORIES	30	active	"{""presetFilters"": {""type"": ""belts""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.ACCESSORIES.04	BN.FASH.ACCESSORIES	Головные уборы	golovnye-ubory	3	FASH.ACCESSORIES	40	active	"{""presetFilters"": {""type"": ""hats""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.ACCESSORIES.05	BN.FASH.ACCESSORIES	Шарфы и перчатки	sharfy-i-perchatki	3	FASH.ACCESSORIES	50	active	"{""presetFilters"": {""type"": ""scarves_gloves""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.ACCESSORIES.06	BN.FASH.ACCESSORIES	Очки	ochki	3	FASH.ACCESSORIES	60	active	"{""presetFilters"": {""type"": ""glasses""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.ACCESSORIES.07	BN.FASH.ACCESSORIES	Галстуки и бабочки	galstuki-i-babochki	3	FASH.ACCESSORIES	70	active	"{""presetFilters"": {""type"": ""ties""}, ""ui"": {""visibility"": ""secondary""}}"
BN.FASH.ACCESSORIES.08	BN.FASH.ACCESSORIES	Зонты	zonty	3	FASH.ACCESSORIES	80	active	"{""presetFilters"": {""type"": ""umbrellas""}, ""ui"": {""visibility"": ""secondary""}}"
