qid	query_text	locale	expected_route_kind	expected_target	expected_l0	expected_l1	intent	notes
Q.FASH.0052	чемодан 52 с доставкой	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0053	сумка мужская черный недорого	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0054	рюкзак школьный	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0055	сумка женская серый купить	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0056	рюкзак школьный б/у	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0057	дорожная сумка Uniqlo	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0058	клатч бежевый б/у	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0059	клатч синий купить	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0060	рюкзак школьный купить	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0061	шоппер белый недорого	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0063	сумка для ноутбука 15 недорого	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0064	рюкзак школьный с доставкой	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0065	сумка женская черный	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0066	сумка женская синий б/у	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0067	дорожная сумка The North Face	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0068	рюкзак городской Nike купить	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0069	чемодан 48 купить	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0070	сумка мужская бежевый купить	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0071	рюкзак городской Adidas б/у	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0073	чемодан L недорого	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0074	клатч черный недорого	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0075	сумка женская черный с доставкой	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0077	рюкзак школьный недорого	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0078	сумка через плечо синий в моём городе	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0079	шоппер серый	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0080	дорожная сумка The North Face рядом	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0082	рюкзак школьный рядом	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0083	сумка для ноутбука 15 рядом	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0084	дорожная сумка Adidas недорого	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0086	шоппер зелёный	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	product	
Q.FASH.0087	сумки и рюкзаки купить	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	browse	category browse
Q.FASH.0088	сумки и рюкзаки рядом	ru-RU	canonical	FASH.BAGS	FASH	FASH.BAGS	browse	category browse
Q.FASH.0089	боди для малыша 46 с доставкой	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0090	боди для малыша S	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0091	одежда для девочки Reebok б/у	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0092	пижама детская б/у	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0093	куртка детская зелёный недорого	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0094	джинсы детские XL в моём городе	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0095	платье детское зелёный	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0096	одежда для девочки H&M купить	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0097	куртка детская серый б/у	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0098	футболка детская Uniqlo недорого	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0100	футболка детская Adidas недорого	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0101	джинсы детские S купить	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0102	школьная форма для мальчика 48 б/у	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0103	куртка детская синий	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0104	одежда для девочки Uniqlo б/у	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0105	куртка детская бежевый недорого	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0106	платье детское красный б/у	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0107	колготки детские	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0108	школьная форма для мальчика 50 б/у	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0109	джинсы детские 52 недорого	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0112	платье детское серый купить	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0113	одежда для мальчика Tommy Hilfiger б/у	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0114	джинсы детские 50	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0115	джинсы детские 54 самовывоз	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0116	пижама детская в моём городе	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0117	одежда для мальчика Adidas купить	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0118	школьная форма для мальчика S с доставкой	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0119	одежда для мальчика Uniqlo б/у	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0120	платье детское черный б/у	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0121	платье детское синий	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0122	джинсы детские XXL б/у	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0123	комбинезон детский зимний	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0124	одежда для девочки H&M	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0125	платье детское бежевый купить	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0126	школьная форма для мальчика XL рядом	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0127	пижама детская рядом	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0128	школьная форма для девочки S б/у	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0129	куртка детская бежевый	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	product	
Q.FASH.0131	детская одежда купить	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	browse	category browse
Q.FASH.0132	детская одежда рядом	ru-RU	canonical	FASH.KIDS	FASH	FASH.KIDS	browse	category browse
Q.FASH.0133	джинсы мужские 48	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0134	куртка мужская зимняя серый рядом	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0135	рубашка мужская зелёный 46	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0136	пиджак мужской замша недорого	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0137	пиджак мужской лен	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0138	костюм мужской 50 купить	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0139	пальто мужское текстиль недорого	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0140	брюки мужские красный	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0141	рубашка мужская зелёный 50 б/у	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0142	пиджак мужской лен купить	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0143	мужская одежда Reebok рядом	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0144	рубашка мужская бежевый L б/у	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0145	толстовка Tommy Hilfiger 46 недорого	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0146	мужская одежда Adidas купить	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0147	рубашка мужская синий 48 в моём городе	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0148	худи серый XXL недорого	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0149	джинсы мужские XL купить	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0150	футболка мужская Zara 54 недорого	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0151	рубашка мужская красный 52	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0152	пальто мужское шерсть	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0153	джинсы мужские M	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0154	брюки мужские синий	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0155	худи белый 54 недорого	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0156	футболка мужская Nike XL	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0157	брюки мужские синий купить	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0158	куртка мужская зимняя черный б/у	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0159	худи черный L б/у	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0160	джинсы мужские XXL с доставкой	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0161	брюки мужские зелёный б/у	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0162	костюм мужской S	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0163	костюм мужской 46	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0164	куртка мужская зимняя черный с доставкой	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0165	футболка мужская Puma 46	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0166	пальто мужское замша б/у	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0167	брюки мужские черный купить	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0168	мужская одежда Uniqlo в моём городе	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0169	рубашка мужская белый 48	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0170	футболка мужская Reebok XL недорого	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0171	пальто мужское лен б/у	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0172	джинсы мужские XL б/у	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0173	толстовка Levi's L б/у	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0174	рубашка мужская зелёный 54 б/у	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	product	
Q.FASH.0175	мужская одежда купить	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	browse	category browse
Q.FASH.0176	мужская одежда рядом	ru-RU	canonical	FASH.MEN	FASH	FASH.MEN	browse	category browse
Q.FASH.0177	кеды Adidas 41 б/у	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0178	детская обувь 36 недорого	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0179	детская обувь 44	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0180	кеды Calvin Klein 39 купить	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0181	обувь Reebok недорого	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0182	кроссовки беговые Zara 38 купить	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0183	кроссовки беговые Zara 44	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0184	сапоги женские текстиль 38 б/у	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0185	ботинки зимние лен 44 б/у	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0186	детская обувь 37 недорого	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0187	туфли белый 45	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0188	тапочки домашние красный с доставкой	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0189	туфли красный 41 купить	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0190	ботинки зимние хлопок 42	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0191	ботинки зимние кожа 45	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0192	кроссовки Calvin Klein 40 с доставкой	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0193	сапоги женские замша 40 недорого	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0194	кроссовки беговые Levi's 38 б/у	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0195	кеды Adidas 40	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0196	обувь Tommy Hilfiger самовывоз	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0197	детская обувь 38 рядом	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0198	кроссовки Uniqlo 39	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0199	кроссовки беговые Tommy Hilfiger 38 самовывоз	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0200	ботинки зимние лен 37 б/у	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0201	детская обувь 42 б/у	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0202	ботинки зимние лен 40	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0203	балетки красный 40 самовывоз	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0204	туфли синий 37 недорого	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0205	сапоги женские шерсть 41 с доставкой	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0206	сапоги женские хлопок 43	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0207	сандалии зелёный 40 самовывоз	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0208	кроссовки беговые Adidas 38	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0209	кеды Calvin Klein 41	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0210	кроссовки Puma 37 рядом	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0211	балетки зелёный 37	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0212	сапоги женские кожа 37 недорого	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0213	тапочки домашние зелёный недорого	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0214	балетки черный 40 недорого	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0215	кроссовки H&M 45 с доставкой	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0216	кроссовки Uniqlo 42 б/у	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0217	кроссовки Tommy Hilfiger 39 купить	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0218	сандалии серый 39 недорого	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	
Q.FASH.0219	обувь купить	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	browse	category browse
Q.FASH.0220	обувь рядом	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	browse	category browse
Q.FASH.0221	пижама женская хлопок с доставкой	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0222	юбка зелёный M б/у	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0223	куртка женская зимняя зелёный недорого	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0224	блузка красный 44	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0225	блузка бежевый XL б/у	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0226	комбинезон женский синий недорого	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0227	женская одежда H&M купить	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0228	пижама женская замша б/у	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0229	комбинезон женский серый купить	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0230	джинсы женские 50 недорого	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0231	джинсы женские S б/у	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0232	куртка женская зимняя бежевый	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0233	комбинезон женский бежевый	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0234	спортивный костюм женский Uniqlo	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0235	куртка женская зимняя черный б/у	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0236	женская одежда Calvin Klein купить	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0237	комбинезон женский серый б/у	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0238	джинсы женские M б/у	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0239	платье красный 44 недорого	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0240	платье черный 46 купить	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0241	джинсы женские 42 самовывоз	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0242	джинсы женские 48 б/у	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0243	пижама женская кожа	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0244	юбка черный 44 б/у	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0245	спортивный костюм женский The North Face недорого	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0246	спортивный костюм женский Tommy Hilfiger купить	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
