alias_id	locale	phrase	target_attribute	target_value	match_type	weight	note
compat_alias_00049	ru	крепление	compatibility_mode	MOUNT	normalized_phrase	0.88	mode alias
compat_alias_00050	ru	байонет	compatibility_mode	MOUNT	normalized_phrase	0.88	mode alias
compat_alias_00051	en	mount	compatibility_mode	MOUNT	normalized_phrase	0.88	mode alias
compat_alias_00052	en	vesa	compatibility_mode	MOUNT	normalized_phrase	0.88	mode alias
compat_alias_00053	ru	картридж для	compatibility_mode	CONSUMABLE_FIT	normalized_phrase	0.88	mode alias
compat_alias_00054	ru	тонер для	compatibility_mode	CONSUMABLE_FIT	normalized_phrase	0.88	mode alias
compat_alias_00055	ru	расходник для	compatibility_mode	CONSUMABLE_FIT	normalized_phrase	0.88	mode alias
compat_alias_00056	ru	универсальный	compatibility_mode	UNIVERSAL	normalized_phrase	0.88	mode alias
compat_alias_00057	en	universal	compatibility_mode	UNIVERSAL	normalized_phrase	0.88	mode alias
compat_alias_00058	ru	для всех	compatibility_mode	UNIVERSAL	normalized_phrase	0.88	mode alias
compat_alias_00059	ru	телефон	compatible_target_category_code	TECH.PHONES	normalized_phrase	0.94	target alias
compat_alias_00060	ru	смартфон	compatible_target_category_code	TECH.PHONES	normalized_phrase	0.94	target alias
compat_alias_00061	en	iphone	compatible_target_category_code	TECH.PHONES	normalized_phrase	0.94	target alias
compat_alias_00062	ru	айфон	compatible_target_category_code	TECH.PHONES	normalized_phrase	0.94	target alias
compat_alias_00063	en	galaxy	compatible_target_category_code	TECH.PHONES	normalized_phrase	0.94	target alias
compat_alias_00064	en	pixel	compatible_target_category_code	TECH.PHONES	normalized_phrase	0.94	target alias
compat_alias_00065	en	redmi	compatible_target_category_code	TECH.PHONES	normalized_phrase	0.94	target alias
compat_alias_00066	ru	чехол	compatible_target_category_code	TECH.PHONE_ACCESSORIES	normalized_phrase	0.94	target alias
compat_alias_00067	ru	стекло	compatible_target_category_code	TECH.PHONE_ACCESSORIES	normalized_phrase	0.94	target alias
compat_alias_00068	ru	пленка	compatible_target_category_code	TECH.PHONE_ACCESSORIES	normalized_phrase	0.94	target alias
compat_alias_00069	ru	держатель телефона	compatible_target_category_code	TECH.PHONE_ACCESSORIES	normalized_phrase	0.94	target alias
compat_alias_00070	ru	ноутбук	compatible_target_category_code	TECH.COMPUTERS	normalized_phrase	0.94	target alias
compat_alias_00071	ru	компьютер	compatible_target_category_code	TECH.COMPUTERS	normalized_phrase	0.94	target alias
compat_alias_00072	en	macbook	compatible_target_category_code	TECH.COMPUTERS	normalized_phrase	0.94	target alias
compat_alias_00073	en	thinkpad	compatible_target_category_code	TECH.COMPUTERS	normalized_phrase	0.94	target alias
compat_alias_00074	en	desktop pc	compatible_target_category_code	TECH.COMPUTERS	normalized_phrase	0.94	target alias
compat_alias_00075	ru	планшет	compatible_target_category_code	TECH.TABLETS_E_READERS	normalized_phrase	0.94	target alias
compat_alias_00076	en	ipad	compatible_target_category_code	TECH.TABLETS_E_READERS	normalized_phrase	0.94	target alias
compat_alias_00077	en	kindle	compatible_target_category_code	TECH.TABLETS_E_READERS	normalized_phrase	0.94	target alias
compat_alias_00078	en	e-reader	compatible_target_category_code	TECH.TABLETS_E_READERS	normalized_phrase	0.94	target alias
compat_alias_00079	ru	монитор	compatible_target_category_code	TECH.MONITORS_DISPLAYS	normalized_phrase	0.94	target alias
compat_alias_00080	en	display	compatible_target_category_code	TECH.MONITORS_DISPLAYS	normalized_phrase	0.94	target alias
compat_alias_00081	ru	экран	compatible_target_category_code	TECH.MONITORS_DISPLAYS	normalized_phrase	0.94	target alias
compat_alias_00082	ru	клавиатура	compatible_target_category_code	TECH.COMPUTER_ACCESSORIES	normalized_phrase	0.94	target alias
compat_alias_00083	ru	мышь	compatible_target_category_code	TECH.COMPUTER_ACCESSORIES	normalized_phrase	0.94	target alias
compat_alias_00084	ru	док станция	compatible_target_category_code	TECH.COMPUTER_ACCESSORIES	normalized_phrase	0.94	target alias
compat_alias_00085	en	usb hub	compatible_target_category_code	TECH.COMPUTER_ACCESSORIES	normalized_phrase	0.94	target alias
compat_alias_00086	ru	процессор	compatible_target_category_code	TECH.PC_COMPONENTS	normalized_phrase	0.94	target alias
compat_alias_00087	ru	видеокарта	compatible_target_category_code	TECH.PC_COMPONENTS	normalized_phrase	0.94	target alias
compat_alias_00088	en	gpu	compatible_target_category_code	TECH.PC_COMPONENTS	normalized_phrase	0.94	target alias
compat_alias_00089	en	cpu	compatible_target_category_code	TECH.PC_COMPONENTS	normalized_phrase	0.94	target alias
compat_alias_00090	ru	материнская плата	compatible_target_category_code	TECH.PC_COMPONENTS	normalized_phrase	0.94	target alias
compat_alias_00091	en	ssd	compatible_target_category_code	TECH.STORAGE_MEMORY	normalized_phrase	0.94	target alias
compat_alias_00092	en	hdd	compatible_target_category_code	TECH.STORAGE_MEMORY	normalized_phrase	0.94	target alias
compat_alias_00093	ru	карта памяти	compatible_target_category_code	TECH.STORAGE_MEMORY	normalized_phrase	0.94	target alias
compat_alias_00094	en	micro sd	compatible_target_category_code	TECH.STORAGE_MEMORY	normalized_phrase	0.94	target alias
compat_alias_00095	ru	наушники	compatible_target_category_code	TECH.AUDIO	normalized_phrase	0.94	target alias
compat_alias_00096	en	airpods	compatible_target_category_code	TECH.AUDIO	normalized_phrase	0.94	target alias
compat_alias_00097	ru	микрофон	compatible_target_category_code	TECH.AUDIO	normalized_phrase	0.94	target alias
compat_alias_00098	ru	колонка	compatible_target_category_code	TECH.AUDIO	normalized_phrase	0.94	target alias
compat_alias_00099	ru	телевизор	compatible_target_category_code	TECH.TV_HOME_THEATER	normalized_phrase	0.94	target alias
compat_alias_00100	en	tv	compatible_target_category_code	TECH.TV_HOME_THEATER	normalized_phrase	0.94	target alias
compat_alias_00101	en	projector	compatible_target_category_code	TECH.TV_HOME_THEATER	normalized_phrase	0.94	target alias
compat_alias_00102	ru	пульт	compatible_target_category_code	TECH.TV_HOME_THEATER	normalized_phrase	0.94	target alias
compat_alias_00103	en	smart watch	compatible_target_category_code	TECH.WEARABLES	normalized_phrase	0.94	target alias
compat_alias_00104	ru	смарт часы	compatible_target_category_code	TECH.WEARABLES	normalized_phrase	0.94	target alias
compat_alias_00105	en	apple watch	compatible_target_category_code	TECH.WEARABLES	normalized_phrase	0.94	target alias
compat_alias_00106	en	galaxy watch	compatible_target_category_code	TECH.WEARABLES	normalized_phrase	0.94	target alias
compat_alias_00107	ru	ремешок часов	compatible_target_category_code	TECH.WEARABLES	normalized_phrase	0.94	target alias
compat_alias_00108	ru	камера	compatible_target_category_code	TECH.CAMERAS_DRONES	normalized_phrase	0.94	target alias
compat_alias_00109	ru	объектив	compatible_target_category_code	TECH.CAMERAS_DRONES	normalized_phrase	0.94	target alias
compat_alias_00110	ru	дрон	compatible_target_category_code	TECH.CAMERAS_DRONES	normalized_phrase	0.94	target alias
compat_alias_00111	en	gopro	compatible_target_category_code	TECH.CAMERAS_DRONES	normalized_phrase	0.94	target alias
compat_alias_00112	en	dji	compatible_target_category_code	TECH.CAMERAS_DRONES	normalized_phrase	0.94	target alias
compat_alias_00113	en	ps5	compatible_target_category_code	TECH.GAMING	normalized_phrase	0.94	target alias
compat_alias_00114	en	xbox	compatible_target_category_code	TECH.GAMING	normalized_phrase	0.94	target alias
compat_alias_00115	en	nintendo switch	compatible_target_category_code	TECH.GAMING	normalized_phrase	0.94	target alias
compat_alias_00116	ru	геймпад	compatible_target_category_code	TECH.GAMING	normalized_phrase	0.94	target alias
compat_alias_00117	ru	умный дом	compatible_target_category_code	TECH.SMART_HOME_SECURITY	normalized_phrase	0.94	target alias
compat_alias_00118	ru	датчик	compatible_target_category_code	TECH.SMART_HOME_SECURITY	normalized_phrase	0.94	target alias
compat_alias_00119	en	smart lock	compatible_target_category_code	TECH.SMART_HOME_SECURITY	normalized_phrase	0.94	target alias
compat_alias_00120	en	matter	compatible_target_category_code	TECH.SMART_HOME_SECURITY	normalized_phrase	0.94	target alias
compat_alias_00121	ru	роутер	compatible_target_category_code	TECH.NETWORKING	normalized_phrase	0.94	target alias
compat_alias_00122	en	mesh wifi	compatible_target_category_code	TECH.NETWORKING	normalized_phrase	0.94	target alias
compat_alias_00123	ru	модем	compatible_target_category_code	TECH.NETWORKING	normalized_phrase	0.94	target alias
compat_alias_00124	en	switch	compatible_target_category_code	TECH.NETWORKING	normalized_phrase	0.94	target alias
compat_alias_00125	ru	зарядка	compatible_target_category_code	TECH.POWER_CHARGING_CABLES	normalized_phrase	0.94	target alias
compat_alias_00126	ru	кабель	compatible_target_category_code	TECH.POWER_CHARGING_CABLES	normalized_phrase	0.94	target alias
compat_alias_00127	en	usb c	compatible_target_category_code	TECH.POWER_CHARGING_CABLES	normalized_phrase	0.94	target alias
compat_alias_00128	en	power bank	compatible_target_category_code	TECH.POWER_CHARGING_CABLES	normalized_phrase	0.94	target alias
compat_alias_00129	ru	принтер	compatible_target_category_code	TECH.PRINTERS_SCANNERS	normalized_phrase	0.94	target alias
compat_alias_00130	ru	сканер	compatible_target_category_code	TECH.PRINTERS_SCANNERS	normalized_phrase	0.94	target alias
compat_alias_00131	ru	картридж	compatible_target_category_code	TECH.PRINTERS_SCANNERS	normalized_phrase	0.94	target alias
compat_alias_00132	ru	тонер	compatible_target_category_code	TECH.PRINTERS_SCANNERS	normalized_phrase	0.94	target alias
compat_alias_00133	en	laserjet	compatible_target_category_code	TECH.PRINTERS_SCANNERS	normalized_phrase	0.94	target alias
compat_alias_00134	ru	видеорегистратор	compatible_target_category_code	TECH.CAR_ELECTRONICS_GPS	normalized_phrase	0.94	target alias
compat_alias_00135	en	gps	compatible_target_category_code	TECH.CAR_ELECTRONICS_GPS	normalized_phrase	0.94	target alias
compat_alias_00136	en	obd	compatible_target_category_code	TECH.CAR_ELECTRONICS_GPS	normalized_phrase	0.94	target alias
compat_alias_00137	ru	магнитола	compatible_target_category_code	TECH.CAR_ELECTRONICS_GPS	normalized_phrase	0.94	target alias
compat_alias_00138	en	usb-c	connector_type	USB_C	normalized_phrase	0.82	value alias
compat_alias_00139	en	usb c	connector_type	USB_C	normalized_phrase	0.82	value alias
compat_alias_00140	en	usb a	connector_type	USB_A	normalized_phrase	0.82	value alias
compat_alias_00141	en	usb-a	connector_type	USB_A	normalized_phrase	0.82	value alias
compat_alias_00142	en	usb b	connector_type	USB_B	normalized_phrase	0.82	value alias
compat_alias_00143	en	usb-b	connector_type	USB_B	normalized_phrase	0.82	value alias
compat_alias_00144	en	micro-usb	connector_type	MICRO_USB	normalized_phrase	0.82	value alias
compat_alias_00145	en	micro usb	connector_type	MICRO_USB	normalized_phrase	0.82	value alias
compat_alias_00146	en	mini-usb	connector_type	MINI_USB	normalized_phrase	0.82	value alias
compat_alias_00147	en	mini usb	connector_type	MINI_USB	normalized_phrase	0.82	value alias
compat_alias_00148	en	lightning	connector_type	LIGHTNING	normalized_phrase	0.82	value alias
compat_alias_00149	en	magsafe 1	connector_type	MAGSAFE_1	normalized_phrase	0.82	value alias
compat_alias_00150	en	magsafe-1	connector_type	MAGSAFE_1	normalized_phrase	0.82	value alias
compat_alias_00151	en	magsafe 2	connector_type	MAGSAFE_2	normalized_phrase	0.82	value alias
compat_alias_00152	en	magsafe-2	connector_type	MAGSAFE_2	normalized_phrase	0.82	value alias
compat_alias_00153	en	magsafe-3	connector_type	MAGSAFE_3	normalized_phrase	0.82	value alias
compat_alias_00154	en	magsafe 3	connector_type	MAGSAFE_3	normalized_phrase	0.82	value alias
compat_alias_00155	en	hdmi	connector_type	HDMI	normalized_phrase	0.82	value alias
compat_alias_00156	en	mini hdmi	connector_type	MINI_HDMI	normalized_phrase	0.82	value alias
compat_alias_00157	en	mini-hdmi	connector_type	MINI_HDMI	normalized_phrase	0.82	value alias
compat_alias_00158	en	micro-hdmi	connector_type	MICRO_HDMI	normalized_phrase	0.82	value alias
compat_alias_00159	en	micro hdmi	connector_type	MICRO_HDMI	normalized_phrase	0.82	value alias
compat_alias_00160	en	displayport	connector_type	DISPLAYPORT	normalized_phrase	0.82	value alias
compat_alias_00161	en	mini displayport	connector_type	MINI_DISPLAYPORT	normalized_phrase	0.82	value alias
compat_alias_00162	en	mini-displayport	connector_type	MINI_DISPLAYPORT	normalized_phrase	0.82	value alias
compat_alias_00163	en	thunderbolt 3	connector_type	THUNDERBOLT_3	normalized_phrase	0.82	value alias
compat_alias_00164	en	thunderbolt-3	connector_type	THUNDERBOLT_3	normalized_phrase	0.82	value alias
compat_alias_00165	en	thunderbolt-4	connector_type	THUNDERBOLT_4	normalized_phrase	0.82	value alias
compat_alias_00166	en	thunderbolt 4	connector_type	THUNDERBOLT_4	normalized_phrase	0.82	value alias
compat_alias_00167	en	thunderbolt 5	connector_type	THUNDERBOLT_5	normalized_phrase	0.82	value alias
compat_alias_00168	en	thunderbolt-5	connector_type	THUNDERBOLT_5	normalized_phrase	0.82	value alias
compat_alias_00169	en	rj45	connector_type	RJ45	normalized_phrase	0.82	value alias
compat_alias_00170	en	m2 key m	connector_type	M2_KEY_M	normalized_phrase	0.82	value alias
compat_alias_00171	en	m2-key-m	connector_type	M2_KEY_M	normalized_phrase	0.82	value alias
compat_alias_00172	en	m2-key-e	connector_type	M2_KEY_E	normalized_phrase	0.82	value alias
compat_alias_00173	en	m2 key e	connector_type	M2_KEY_E	normalized_phrase	0.82	value alias
compat_alias_00174	en	sata	connector_type	SATA	normalized_phrase	0.82	value alias
compat_alias_00175	en	pcie x16	connector_type	PCIE_X16	normalized_phrase	0.82	value alias
compat_alias_00176	en	pcie-x16	connector_type	PCIE_X16	normalized_phrase	0.82	value alias
compat_alias_00177	en	pcie-x4	connector_type	PCIE_X4	normalized_phrase	0.82	value alias
compat_alias_00178	en	pcie x4	connector_type	PCIE_X4	normalized_phrase	0.82	value alias
compat_alias_00179	en	aux 3 5mm	connector_type	AUX_3_5MM	normalized_phrase	0.82	value alias
compat_alias_00180	en	aux-3-5mm	connector_type	AUX_3_5MM	normalized_phrase	0.82	value alias
compat_alias_00181	en	optical-toslink	connector_type	OPTICAL_TOSLINK	normalized_phrase	0.82	value alias
compat_alias_00182	en	optical toslink	connector_type	OPTICAL_TOSLINK	normalized_phrase	0.82	value alias
compat_alias_00183	en	barrel jack	connector_type	BARREL_JACK	normalized_phrase	0.82	value alias
compat_alias_00184	en	barrel-jack	connector_type	BARREL_JACK	normalized_phrase	0.82	value alias
compat_alias_00185	en	proprietary	connector_type	PROPRIETARY	normalized_phrase	0.82	value alias
compat_alias_00186	en	usb 2 0	protocol_standard	USB_2_0	normalized_phrase	0.82	value alias
compat_alias_00187	en	usb-2-0	protocol_standard	USB_2_0	normalized_phrase	0.82	value alias
compat_alias_00188	en	usb 3 0	protocol_standard	USB_3_0	normalized_phrase	0.82	value alias
compat_alias_00189	en	usb-3-0	protocol_standard	USB_3_0	normalized_phrase	0.82	value alias
compat_alias_00190	en	usb-3-1	protocol_standard	USB_3_1	normalized_phrase	0.82	value alias
compat_alias_00191	en	usb 3 1	protocol_standard	USB_3_1	normalized_phrase	0.82	value alias
compat_alias_00192	en	usb 3 2	protocol_standard	USB_3_2	normalized_phrase	0.82	value alias
compat_alias_00193	en	usb-3-2	protocol_standard	USB_3_2	normalized_phrase	0.82	value alias
compat_alias_00194	en	usb4	protocol_standard	USB4	normalized_phrase	0.82	value alias
compat_alias_00195	en	hdmi 1 4	protocol_standard	HDMI_1_4	normalized_phrase	0.82	value alias
compat_alias_00196	en	hdmi-1-4	protocol_standard	HDMI_1_4	normalized_phrase	0.82	value alias
compat_alias_00197	en	hdmi 2 0	protocol_standard	HDMI_2_0	normalized_phrase	0.82	value alias
compat_alias_00198	en	hdmi-2-0	protocol_standard	HDMI_2_0	normalized_phrase	0.82	value alias
compat_alias_00199	en	hdmi 2 1	protocol_standard	HDMI_2_1	normalized_phrase	0.82	value alias
compat_alias_00200	en	hdmi-2-1	protocol_standard	HDMI_2_1	normalized_phrase	0.82	value alias
compat_alias_00201	en	displayport 1 4	protocol_standard	DISPLAYPORT_1_4	normalized_phrase	0.82	value alias
compat_alias_00202	en	displayport-1-4	protocol_standard	DISPLAYPORT_1_4	normalized_phrase	0.82	value alias
compat_alias_00203	en	displayport-2-1	protocol_standard	DISPLAYPORT_2_1	normalized_phrase	0.82	value alias
compat_alias_00204	en	displayport 2 1	protocol_standard	DISPLAYPORT_2_1	normalized_phrase	0.82	value alias
compat_alias_00205	en	bluetooth-4-2	protocol_standard	BLUETOOTH_4_2	normalized_phrase	0.82	value alias
compat_alias_00206	en	bluetooth 4 2	protocol_standard	BLUETOOTH_4_2	normalized_phrase	0.82	value alias
compat_alias_00207	en	bluetooth 5 0	protocol_standard	BLUETOOTH_5_0	normalized_phrase	0.82	value alias
compat_alias_00208	en	bluetooth-5-0	protocol_standard	BLUETOOTH_5_0	normalized_phrase	0.82	value alias
compat_alias_00209	en	bluetooth 5 3	protocol_standard	BLUETOOTH_5_3	normalized_phrase	0.82	value alias
compat_alias_00210	en	bluetooth-5-3	protocol_standard	BLUETOOTH_5_3	normalized_phrase	0.82	value alias
compat_alias_00211	en	bluetooth-5-4	protocol_standard	BLUETOOTH_5_4	normalized_phrase	0.82	value alias
compat_alias_00212	en	bluetooth 5 4	protocol_standard	BLUETOOTH_5_4	normalized_phrase	0.82	value alias
compat_alias_00213	en	wifi-5	protocol_standard	WIFI_5	normalized_phrase	0.82	value alias
compat_alias_00214	en	wifi 5	protocol_standard	WIFI_5	normalized_phrase	0.82	value alias
compat_alias_00215	en	wifi-6	protocol_standard	WIFI_6	normalized_phrase	0.82	value alias
compat_alias_00216	en	wifi 6	protocol_standard	WIFI_6	normalized_phrase	0.82	value alias
compat_alias_00217	en	wifi-6e	protocol_standard	WIFI_6E	normalized_phrase	0.82	value alias
compat_alias_00218	en	wifi 6e	protocol_standard	WIFI_6E	normalized_phrase	0.82	value alias
compat_alias_00219	en	wifi 7	protocol_standard	WIFI_7	normalized_phrase	0.82	value alias
compat_alias_00220	en	wifi-7	protocol_standard	WIFI_7	normalized_phrase	0.82	value alias
compat_alias_00221	en	nfc	protocol_standard	NFC	normalized_phrase	0.82	value alias
compat_alias_00222	en	zigbee	protocol_standard	ZIGBEE	normalized_phrase	0.82	value alias
compat_alias_00223	en	zwave	protocol_standard	ZWAVE	normalized_phrase	0.82	value alias
compat_alias_00224	en	thread	protocol_standard	THREAD	normalized_phrase	0.82	value alias
compat_alias_00225	en	matter	protocol_standard	MATTER	normalized_phrase	0.82	value alias
compat_alias_00226	en	qi	protocol_standard	QI	normalized_phrase	0.82	value alias
compat_alias_00227	en	qi2	protocol_standard	QI2	normalized_phrase	0.82	value alias
compat_alias_00228	en	usb pd	protocol_standard	USB_PD	normalized_phrase	0.82	value alias
compat_alias_00229	en	usb-pd	protocol_standard	USB_PD	normalized_phrase	0.82	value alias
compat_alias_00230	en	pps	protocol_standard	PPS	normalized_phrase	0.82	value alias
compat_alias_00231	en	quick-charge	protocol_standard	QUICK_CHARGE	normalized_phrase	0.82	value alias
compat_alias_00232	en	quick charge	protocol_standard	QUICK_CHARGE	normalized_phrase	0.82	value alias
compat_alias_00233	en	apple-watch-band	mount_type	APPLE_WATCH_BAND	normalized_phrase	0.82	value alias
compat_alias_00234	en	apple watch band	mount_type	APPLE_WATCH_BAND	normalized_phrase	0.82	value alias
compat_alias_00235	en	garmin-quickfit	mount_type	GARMIN_QUICKFIT	normalized_phrase	0.82	value alias
compat_alias_00236	en	garmin quickfit	mount_type	GARMIN_QUICKFIT	normalized_phrase	0.82	value alias
compat_alias_00237	en	garmin-quick-release	mount_type	GARMIN_QUICK_RELEASE	normalized_phrase	0.82	value alias
compat_alias_00238	en	garmin quick release	mount_type	GARMIN_QUICK_RELEASE	normalized_phrase	0.82	value alias
compat_alias_00239	en	samsung-watch-lug	mount_type	SAMSUNG_WATCH_LUG	normalized_phrase	0.82	value alias
compat_alias_00240	en	samsung watch lug	mount_type	SAMSUNG_WATCH_LUG	normalized_phrase	0.82	value alias
compat_alias_00241	en	vesa	mount_type	VESA	normalized_phrase	0.82	value alias
compat_alias_00242	en	canon-ef	mount_type	CANON_EF	normalized_phrase	0.82	value alias
compat_alias_00243	en	canon ef	mount_type	CANON_EF	normalized_phrase	0.82	value alias
compat_alias_00244	en	canon rf	mount_type	CANON_RF	normalized_phrase	0.82	value alias
compat_alias_00245	en	canon-rf	mount_type	CANON_RF	normalized_phrase	0.82	value alias
compat_alias_00246	en	nikon f	mount_type	NIKON_F	normalized_phrase	0.82	value alias
compat_alias_00247	en	nikon-f	mount_type	NIKON_F	normalized_phrase	0.82	value alias
compat_alias_00248	en	nikon z	mount_type	NIKON_Z	normalized_phrase	0.82	value alias
compat_alias_00249	en	nikon-z	mount_type	NIKON_Z	normalized_phrase	0.82	value alias
compat_alias_00250	en	sony-e	mount_type	SONY_E	normalized_phrase	0.82	value alias
compat_alias_00251	en	sony e	mount_type	SONY_E	normalized_phrase	0.82	value alias
compat_alias_00252	en	fujifilm x	mount_type	FUJIFILM_X	normalized_phrase	0.82	value alias
compat_alias_00253	en	fujifilm-x	mount_type	FUJIFILM_X	normalized_phrase	0.82	value alias
compat_alias_00254	en	micro-four-thirds	mount_type	MICRO_FOUR_THIRDS	normalized_phrase	0.82	value alias
compat_alias_00255	en	micro four thirds	mount_type	MICRO_FOUR_THIRDS	normalized_phrase	0.82	value alias
compat_alias_00256	en	l mount	mount_type	L_MOUNT	normalized_phrase	0.82	value alias
compat_alias_00257	en	l-mount	mount_type	L_MOUNT	normalized_phrase	0.82	value alias
compat_alias_00258	en	gopro-mount	mount_type	GOPRO_MOUNT	normalized_phrase	0.82	value alias
compat_alias_00259	en	gopro mount	mount_type	GOPRO_MOUNT	normalized_phrase	0.82	value alias
compat_alias_00260	en	dji mount	mount_type	DJI_MOUNT	normalized_phrase	0.82	value alias
compat_alias_00261	en	dji-mount	mount_type	DJI_MOUNT	normalized_phrase	0.82	value alias
compat_alias_00262	en	tripod 1 4	mount_type	TRIPOD_1_4	normalized_phrase	0.82	value alias
compat_alias_00263	en	tripod-1-4	mount_type	TRIPOD_1_4	normalized_phrase	0.82	value alias
compat_alias_00264	en	tripod 3 8	mount_type	TRIPOD_3_8	normalized_phrase	0.82	value alias
compat_alias_00265	en	tripod-3-8	mount_type	TRIPOD_3_8	normalized_phrase	0.82	value alias
compat_alias_00266	en	canon-ef	lens_mount	CANON_EF	normalized_phrase	0.82	value alias
compat_alias_00267	en	canon ef	lens_mount	CANON_EF	normalized_phrase	0.82	value alias
compat_alias_00268	en	canon rf	lens_mount	CANON_RF	normalized_phrase	0.82	value alias
