browse_node_id	parent_browse_node_id	title_ru	slug	depth	canonical_category_code	sort_order	status	meta_json
BN.BEAUTY.SKINCARE.06	BN.BEAUTY.SKINCARE	Уход для мужчин	uhod-dlya-muzhchin	3	BEAUTY.SKINCARE	60	active	"{""presetFilters"": {""type"": ""men_skincare""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.MAKEUP.01	BN.BEAUTY.MAKEUP	Тон и база	ton-i-baza	3	BEAUTY.MAKEUP	10	active	"{""presetFilters"": {""type"": ""face_base""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.MAKEUP.02	BN.BEAUTY.MAKEUP	Глаза	glaza	3	BEAUTY.MAKEUP	20	active	"{""presetFilters"": {""type"": ""eyes""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.MAKEUP.03	BN.BEAUTY.MAKEUP	Губы	guby	3	BEAUTY.MAKEUP	30	active	"{""presetFilters"": {""type"": ""lips""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.MAKEUP.04	BN.BEAUTY.MAKEUP	Брови	brovi	3	BEAUTY.MAKEUP	40	active	"{""presetFilters"": {""type"": ""brows""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.MAKEUP.05	BN.BEAUTY.MAKEUP	Кисти и спонжи	kisti-i-sponzhi	3	BEAUTY.MAKEUP	50	active	"{""presetFilters"": {""type"": ""tools""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.MAKEUP.06	BN.BEAUTY.MAKEUP	Палетки	paletki	3	BEAUTY.MAKEUP	60	active	"{""presetFilters"": {""type"": ""palettes""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.HAIRCARE.01	BN.BEAUTY.HAIRCARE	Шампуни и бальзамы	shampuni-i-balzamy	3	BEAUTY.HAIRCARE	10	active	"{""presetFilters"": {""type"": ""shampoo_conditioner""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.HAIRCARE.02	BN.BEAUTY.HAIRCARE	Маски и масла	maski-i-masla	3	BEAUTY.HAIRCARE	20	active	"{""presetFilters"": {""type"": ""masks_oils""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.HAIRCARE.03	BN.BEAUTY.HAIRCARE	Стайлинг	stayling	3	BEAUTY.HAIRCARE	30	active	"{""presetFilters"": {""type"": ""styling""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.HAIRCARE.04	BN.BEAUTY.HAIRCARE	Окрашивание	okrashivanie	3	BEAUTY.HAIRCARE	40	active	"{""presetFilters"": {""type"": ""coloring""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.HAIRCARE.05	BN.BEAUTY.HAIRCARE	Для мужчин	dlya-muzhchin	3	BEAUTY.HAIRCARE	50	active	"{""presetFilters"": {""type"": ""men_hair""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.BODYCARE.01	BN.BEAUTY.BODYCARE	Душ и ванна	dush-i-vanna	3	BEAUTY.BODYCARE	10	active	"{""presetFilters"": {""type"": ""bath_shower""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.BODYCARE.02	BN.BEAUTY.BODYCARE	Дезодоранты	dezodoranty	3	BEAUTY.BODYCARE	20	active	"{""presetFilters"": {""type"": ""deodorants""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.BODYCARE.03	BN.BEAUTY.BODYCARE	Уход за руками и ногами	uhod-za-rukami-i-nogami	3	BEAUTY.BODYCARE	30	active	"{""presetFilters"": {""type"": ""hands_feet""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.BODYCARE.04	BN.BEAUTY.BODYCARE	Бритьё и депиляция	brite-i-depilyatsiya	3	BEAUTY.BODYCARE	40	active	"{""presetFilters"": {""type"": ""shaving_hair_removal""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.BODYCARE.05	BN.BEAUTY.BODYCARE	Интимная гигиена	intimnaya-gigiena	3	BEAUTY.BODYCARE	50	active	"{""presetFilters"": {""type"": ""intimate""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.BODYCARE.06	BN.BEAUTY.BODYCARE	Солнцезащита для тела	solntsezaschita-dlya-tela	3	BEAUTY.BODYCARE	60	active	"{""presetFilters"": {""type"": ""body_spf""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.FRAGRANCE.01	BN.BEAUTY.FRAGRANCE	Женские ароматы	zhenskie-aromaty	3	BEAUTY.FRAGRANCE	10	active	"{""presetFilters"": {""gender"": ""women""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.FRAGRANCE.02	BN.BEAUTY.FRAGRANCE	Мужские ароматы	muzhskie-aromaty	3	BEAUTY.FRAGRANCE	20	active	"{""presetFilters"": {""gender"": ""men""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.FRAGRANCE.03	BN.BEAUTY.FRAGRANCE	Нишевые	nishevye	3	BEAUTY.FRAGRANCE	30	active	"{""presetFilters"": {""type"": ""niche""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.FRAGRANCE.04	BN.BEAUTY.FRAGRANCE	Миниатюры и тревел	miniatyury-i-trevel	3	BEAUTY.FRAGRANCE	40	active	"{""presetFilters"": {""type"": ""mini_travel""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.FRAGRANCE.05	BN.BEAUTY.FRAGRANCE	Подарочные наборы	podarochnye-nabory	3	BEAUTY.FRAGRANCE	50	active	"{""presetFilters"": {""type"": ""gift_sets""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.HEALTH.01	BN.BEAUTY.HEALTH	Витамины и БАД	vitaminy-i-bad	3	BEAUTY.HEALTH	10	active	"{""presetFilters"": {""type"": ""vitamins""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.HEALTH.02	BN.BEAUTY.HEALTH	Медицинские товары	meditsinskie-tovary	3	BEAUTY.HEALTH	20	active	"{""presetFilters"": {""type"": ""medical_supplies""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.HEALTH.03	BN.BEAUTY.HEALTH	Линзы и оптика	linzy-i-optika	3	BEAUTY.HEALTH	30	active	"{""presetFilters"": {""type"": ""optics""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.HEALTH.04	BN.BEAUTY.HEALTH	Ортопедия	ortopediya	3	BEAUTY.HEALTH	40	active	"{""presetFilters"": {""type"": ""orthopedics""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.HEALTH.05	BN.BEAUTY.HEALTH	Уход за полостью рта	uhod-za-polostyu-rta	3	BEAUTY.HEALTH	50	active	"{""presetFilters"": {""type"": ""oral_care""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.DEVICES.01	BN.BEAUTY.DEVICES	Фены и укладка	feny-i-ukladka	3	BEAUTY.DEVICES	10	active	"{""presetFilters"": {""type"": ""hair_devices""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.DEVICES.02	BN.BEAUTY.DEVICES	Эпиляторы и бритвы	epilyatory-i-britvy	3	BEAUTY.DEVICES	20	active	"{""presetFilters"": {""type"": ""epilators_shavers""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.DEVICES.03	BN.BEAUTY.DEVICES	Щётки и ирригаторы	schetki-i-irrigatory	3	BEAUTY.DEVICES	30	active	"{""presetFilters"": {""type"": ""oral_devices""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.DEVICES.04	BN.BEAUTY.DEVICES	Массажёры	massazhery	3	BEAUTY.DEVICES	40	active	"{""presetFilters"": {""type"": ""massagers""}, ""ui"": {""visibility"": ""secondary""}}"
BN.BEAUTY.DEVICES.05	BN.BEAUTY.DEVICES	Косметические приборы	kosmeticheskie-pribory	3	BEAUTY.DEVICES	50	active	"{""presetFilters"": {""type"": ""skin_devices""}, ""ui"": {""visibility"": ""secondary""}}"
