alias_id	alias_text	locale	normalized	route_kind	target_id	priority	match_type	negative_tokens	status	notes
AL.KIDS.0024	каша детская	ru-RU	каша детская	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0025	ванночка	ru-RU	ванночка	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0026	детская ванночка	ru-RU	детская ванночка	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0027	шампунь детский	ru-RU	шампунь детский	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0028	мыло детское	ru-RU	мыло детское	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0029	крем под подгузник	ru-RU	крем под подгузник	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0030	термометр для воды	ru-RU	термометр для воды	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0031	слинг	ru-RU	слинг	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0032	переноска	ru-RU	переноска	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0033	кенгуру для ребенка	ru-RU	кенгуру для ребенка	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0034	кокон	ru-RU	кокон	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0035	гнездышко	ru-RU	гнездышко	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0036	бортики в кроватку	ru-RU	бортики в кроватку	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0037	пеленальный матрасик	ru-RU	пеленальный матрасик	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0038	боди	ru-RU	боди	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0039	ползунки	ru-RU	ползунки	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0040	чепчик	ru-RU	чепчик	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0041	комбинезон для новорожденного	ru-RU	комбинезон для новорожденного	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0042	одежда для новорожденных	ru-RU	одежда для новорожденных	browse_node	BN.KIDS.BABY_GEAR	72	contains		active	baby gear
AL.KIDS.0043	коляска	ru-RU	коляска	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0044	коляски	ru-RU	коляски	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0045	коляска 2в1	ru-RU	коляска 2в1	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0046	коляска 3в1	ru-RU	коляска 3в1	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0047	прогулочная коляска	ru-RU	прогулочная коляска	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0048	коляска люлька	ru-RU	коляска люлька	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0049	коляска для новорожденного	ru-RU	коляска для новорожденного	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0050	автокресло	ru-RU	автокресло	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0051	детское автокресло	ru-RU	детское автокресло	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0052	автокресло 0+	ru-RU	автокресло 0+	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0053	автокресло 9-36	ru-RU	автокресло 9-36	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0054	isofix	ru-RU	isofix	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0055	база isofix	ru-RU	база isofix	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0056	люлька в машину	ru-RU	люлька в машину	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0057	бустер	ru-RU	бустер	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0058	адаптеры для коляски	ru-RU	адаптеры для коляски	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0059	дождевик на коляску	ru-RU	дождевик на коляску	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0060	матрасик в коляску	ru-RU	матрасик в коляску	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0061	конверт в коляску	ru-RU	конверт в коляску	browse_node	BN.KIDS.STROLLERS	78	contains		active	strollers/carseats
AL.KIDS.0062	кроватка	ru-RU	кроватка	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0063	детская кроватка	ru-RU	детская кроватка	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0064	кроватка для новорожденного	ru-RU	кроватка для новорожденного	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0065	матрас в кроватку	ru-RU	матрас в кроватку	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0066	комод пеленальный	ru-RU	комод пеленальный	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0067	пеленальный столик	ru-RU	пеленальный столик	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0068	манеж	ru-RU	манеж	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0069	детский манеж	ru-RU	детский манеж	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0070	стульчик для кормления	ru-RU	стульчик для кормления	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0071	стул для кормления	ru-RU	стул для кормления	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0072	барьер на кровать	ru-RU	барьер на кровать	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0073	ворота безопасности	ru-RU	ворота безопасности	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0074	защита на углы	ru-RU	защита на углы	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0075	накладки на розетки	ru-RU	накладки на розетки	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0076	видеоняня	ru-RU	видеоняня	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0077	радионяня	ru-RU	радионяня	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0078	монитор дыхания	ru-RU	монитор дыхания	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0079	детский ночник	ru-RU	детский ночник	browse_node	BN.KIDS.NURSERY	70	contains		active	nursery & safety
AL.KIDS.0080	игрушки	ru-RU	игрушки	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0081	игрушка	ru-RU	игрушка	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0082	lego	ru-RU	lego	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0083	лего	ru-RU	лего	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0084	конструктор	ru-RU	конструктор	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0085	настольная игра	ru-RU	настольная игра	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0086	настольные игры	ru-RU	настольные игры	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0087	пазл	ru-RU	пазл	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0088	пазлы	ru-RU	пазлы	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0089	кукла	ru-RU	кукла	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0090	куклы	ru-RU	куклы	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0091	машинка игрушка	ru-RU	машинка игрушка	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0092	мягкая игрушка	ru-RU	мягкая игрушка	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0093	плюшевый медведь	ru-RU	плюшевый медведь	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0094	фигурка	ru-RU	фигурка	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0095	фигурки	ru-RU	фигурки	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0096	робот игрушка	ru-RU	робот игрушка	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0097	радиоуправляемая машинка	ru-RU	радиоуправляемая машинка	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0098	набор для творчества	ru-RU	набор для творчества	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0099	развивающая игрушка	ru-RU	развивающая игрушка	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0100	сортер	ru-RU	сортер	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0101	пирамидка	ru-RU	пирамидка	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0102	магнитный конструктор	ru-RU	магнитный конструктор	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0103	play-doh	ru-RU	play-doh	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0104	плей до	ru-RU	плей до	browse_node	BN.KIDS.TOYS	74	contains		active	toys/games
AL.KIDS.0105	детская одежда	ru-RU	детская одежда	canonical	FASH.KIDS	85	contains		active	kids clothing -> FASH.KIDS
AL.KIDS.0106	школьная форма	ru-RU	школьная форма	canonical	FASH.KIDS	85	contains		active	kids clothing -> FASH.KIDS
AL.KIDS.0107	куртка детская	ru-RU	куртка детская	canonical	FASH.KIDS	85	contains		active	kids clothing -> FASH.KIDS
AL.KIDS.0108	платье детское	ru-RU	платье детское	canonical	FASH.KIDS	85	contains		active	kids clothing -> FASH.KIDS
AL.KIDS.0109	обувь детская	ru-RU	обувь детская	canonical	FASH.KIDS	85	contains		active	kids clothing -> FASH.KIDS
AL.KIDS.0110	кроссовки детские	ru-RU	кроссовки детские	canonical	FASH.KIDS	85	contains		active	kids clothing -> FASH.KIDS
AL.KIDS.0111	раскраска	ru-RU	раскраска	blocked	BLOCKED	0	contains		active	content intent
AL.KIDS.0112	книга для детей	ru-RU	книга для детей	blocked	BLOCKED	0	contains		active	content intent
AL.KIDS.0113	сказки	ru-RU	сказки	blocked	BLOCKED	0	contains		active	content intent
AL.KIDS.0114	учебник	ru-RU	учебник	blocked	BLOCKED	0	contains		active	content intent
AL.KIDS.0115	как сделать игрушку	ru-RU	как сделать игрушку	blocked	BLOCKED	0	contains		active	content intent
AL.KIDS.0116	выкройка	ru-RU	выкройка	blocked	BLOCKED	0	contains		active	content intent
AL.KIDS.0117	схема	ru-RU	схема	blocked	BLOCKED	0	contains		active	content intent
AL.KIDS.0118	скачать	ru-RU	скачать	blocked	BLOCKED	0	contains		active	noise
AL.KIDS.0119	игра	ru-RU	игра	blocked	BLOCKED	0	contains		active	noise
AL.KIDS.0120	обои	ru-RU	обои	blocked	BLOCKED	0	contains		active	noise
AL.KIDS.0121	форум	ru-RU	форум	browse_node	BN.KIDS	0	contains		inactive	noise
AL.KIDS.0122	отзывы	ru-RU	отзывы	browse_node	BN.KIDS	0	contains		inactive	noise
AL.KIDS.0123	инструкция	ru-RU	инструкция	browse_node	BN.KIDS	0	contains		inactive	noise
AL.KIDS.0124	как	ru-RU	как	blocked	BLOCKED	0	contains		active	noise
AL.KIDS.0125	своими руками	ru-RU	своими руками	blocked	BLOCKED	0	contains		active	noise
AL.KIDS.0126	ремонт	ru-RU	ремонт	browse_node	BN.KIDS	0	contains		inactive	noise
AL.KIDS.0127	подгузники трусики	ru-RU	подгузники трусики	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0128	трусики подгузники	ru-RU	трусики подгузники	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0129	салфетки влажные детские	ru-RU	салфетки влажные детские	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0130	крем от опрелостей	ru-RU	крем от опрелостей	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0131	масло детское	ru-RU	масло детское	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0132	ватные палочки детские	ru-RU	ватные палочки детские	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0133	горшок детский	ru-RU	горшок детский	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0134	пеленки одноразовые	ru-RU	пеленки одноразовые	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0135	пелёнки одноразовые	ru-RU	пеленки одноразовые	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0136	одноразовые пеленки	ru-RU	одноразовые пеленки	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0137	нагрудник	ru-RU	нагрудник	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0138	слюнявчик	ru-RU	слюнявчик	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0139	пустышка avent	ru-RU	пустышка avent	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0140	бутылочка avent	ru-RU	бутылочка avent	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0141	бутылочка dr brown	ru-RU	бутылочка dr brown	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0142	стерилизатор бутылочек	ru-RU	стерилизатор бутылочек	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0143	подогреватель бутылочек	ru-RU	подогреватель бутылочек	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0144	термометр для малыша	ru-RU	термометр для малыша	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0145	аспиратора для носа	ru-RU	аспиратора для носа	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0146	аспиратор	ru-RU	аспиратор	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0147	прорезыватель	ru-RU	прорезыватель	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0148	игрушка прорезыватель	ru-RU	игрушка прорезыватель	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0149	средство для купания малыша	ru-RU	средство для купания малыша	browse_node	BN.KIDS.BABY_GEAR	70	contains		active	baby gear extra
AL.KIDS.0150	коляска yoyo	ru-RU	коляска yoyo	browse_node	BN.KIDS.STROLLERS	74	contains		active	strollers extra
AL.KIDS.0151	коляска cybex	ru-RU	коляска cybex	browse_node	BN.KIDS.STROLLERS	74	contains		active	strollers extra
AL.KIDS.0152	коляска anex	ru-RU	коляска anex	browse_node	BN.KIDS.STROLLERS	74	contains		active	strollers extra
AL.KIDS.0153	коляска inglesina	ru-RU	коляска inglesina	browse_node	BN.KIDS.STROLLERS	74	contains		active	strollers extra
AL.KIDS.0154	автокресло cybex	ru-RU	автокресло cybex	browse_node	BN.KIDS.STROLLERS	74	contains		active	strollers extra
AL.KIDS.0155	автокресло britax	ru-RU	автокресло britax	browse_node	BN.KIDS.STROLLERS	74	contains		active	strollers extra
AL.KIDS.0156	автолюлька	ru-RU	автолюлька	browse_node	BN.KIDS.STROLLERS	74	contains		active	strollers extra
AL.KIDS.0157	автолюлька 0+	ru-RU	автолюлька 0+	browse_node	BN.KIDS.STROLLERS	74	contains		active	strollers extra
AL.KIDS.0158	адаптеры isofix	ru-RU	адаптеры isofix	browse_node	BN.KIDS.STROLLERS	74	contains		active	strollers extra
AL.KIDS.0159	кресло бустер	ru-RU	кресло бустер	browse_node	BN.KIDS.STROLLERS	74	contains		active	strollers extra
AL.KIDS.0160	коляска трость	ru-RU	коляска трость	browse_node	BN.KIDS.STROLLERS	74	contains		active	strollers extra
AL.KIDS.0161	прогулка коляска компактная	ru-RU	прогулка коляска компактная	browse_node	BN.KIDS.STROLLERS	74	contains		active	strollers extra
AL.KIDS.0162	накидка на ножки в коляску	ru-RU	накидка на ножки в коляску	browse_node	BN.KIDS.STROLLERS	74	contains		active	strollers extra
AL.KIDS.0163	муфта на коляску	ru-RU	муфта на коляску	browse_node	BN.KIDS.STROLLERS	74	contains		active	strollers extra
AL.KIDS.0164	сумка для коляски	ru-RU	сумка для коляски	browse_node	BN.KIDS.STROLLERS	74	contains		active	strollers extra
AL.KIDS.0165	подстаканник для коляски	ru-RU	подстаканник для коляски	browse_node	BN.KIDS.STROLLERS	74	contains		active	strollers extra
AL.KIDS.0166	кроватка трансформер	ru-RU	кроватка трансформер	browse_node	BN.KIDS.NURSERY	68	contains		active	nursery extra
AL.KIDS.0167	матрас кокосовый в кроватку	ru-RU	матрас кокосовый в кроватку	browse_node	BN.KIDS.NURSERY	68	contains		active	nursery extra
AL.KIDS.0168	бортик ограничитель	ru-RU	бортик ограничитель	browse_node	BN.KIDS.NURSERY	68	contains		active	nursery extra
AL.KIDS.0169	барьер безопасности	ru-RU	барьер безопасности	browse_node	BN.KIDS.NURSERY	68	contains		active	nursery extra
AL.KIDS.0170	замок на шкаф	ru-RU	замок на шкаф	browse_node	BN.KIDS.NURSERY	68	contains		active	nursery extra
AL.KIDS.0171	блокиратор дверей	ru-RU	блокиратор дверей	browse_node	BN.KIDS.NURSERY	68	contains		active	nursery extra
AL.KIDS.0172	блокиратор ящиков	ru-RU	блокиратор ящиков	browse_node	BN.KIDS.NURSERY	68	contains		active	nursery extra
AL.KIDS.0173	манеж кровать	ru-RU	манеж кровать	browse_node	BN.KIDS.NURSERY	68	contains		active	nursery extra
AL.KIDS.0174	стульчик ikea antilop	ru-RU	стульчик ikea antilop	browse_node	BN.KIDS.NURSERY	68	contains		active	nursery extra
AL.KIDS.0175	пеленальная доска	ru-RU	пеленальная доска	browse_node	BN.KIDS.NURSERY	68	contains		active	nursery extra
AL.KIDS.0176	видеоняня wifi	ru-RU	видеоняня wifi	browse_node	BN.KIDS.NURSERY	68	contains		active	nursery extra
AL.KIDS.0177	радионяня philips avent	ru-RU	радионяня philips avent	browse_node	BN.KIDS.NURSERY	68	contains		active	nursery extra
AL.KIDS.0178	ночник в детскую	ru-RU	ночник в детскую	browse_node	BN.KIDS.NURSERY	68	contains		active	nursery extra
AL.KIDS.0179	магнитный конструктор magformers	ru-RU	магнитный конструктор magformers	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
AL.KIDS.0180	конструктор lego duplo	ru-RU	конструктор lego duplo	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
AL.KIDS.0181	lego duplo	ru-RU	lego duplo	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
AL.KIDS.0182	дупло	ru-RU	дупло	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
AL.KIDS.0183	железная дорога игрушка	ru-RU	железная дорога игрушка	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
AL.KIDS.0184	кукла barbie	ru-RU	кукла barbie	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
AL.KIDS.0185	машинка hot wheels	ru-RU	машинка hot wheels	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
AL.KIDS.0186	набор лол	ru-RU	набор лол	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
AL.KIDS.0187	лол кукла	ru-RU	лол кукла	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
AL.KIDS.0188	киндер игрушки	ru-RU	киндер игрушки	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
AL.KIDS.0189	пластилин play doh	ru-RU	пластилин play doh	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
AL.KIDS.0190	сенсорные игрушки	ru-RU	сенсорные игрушки	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
AL.KIDS.0191	развивающий коврик	ru-RU	развивающий коврик	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
AL.KIDS.0192	детский коврик пазл	ru-RU	детский коврик пазл	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
AL.KIDS.0193	пазл 100 деталей	ru-RU	пазл 100 деталей	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
AL.KIDS.0194	набор для рисования	ru-RU	набор для рисования	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
AL.KIDS.0195	набор для лепки	ru-RU	набор для лепки	browse_node	BN.KIDS.TOYS	72	contains		active	toys extra
