category_code	attribute_code	applicability	facet_recommended	required_policy	notes
TECH.PHONE_ACCESSORIES	video_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PHONE_ACCESSORIES	sensor_set	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PHONE_ACCESSORIES	sim_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PHONE_ACCESSORIES	poe_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	storage_capacity	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	ram_capacity	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	screen_size	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	screen_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	refresh_rate_hz	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	battery_capacity_mah	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	battery_capacity_wh	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	power_watts	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	connector_type	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	wireless_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	os_family	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	chipset_text	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	dimensions	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	weight	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	water_resistance	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	network_generation	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	bluetooth_version	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	wi_fi_standard	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	storage_type	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	panel_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	charging_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	cable_length_m	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	data_transfer_rate	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	camera_resolution_mp	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	video_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	sensor_set	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	sim_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTERS	poe_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	storage_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	ram_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	screen_size	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	screen_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	refresh_rate_hz	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	battery_capacity_mah	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	battery_capacity_wh	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	power_watts	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	connector_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	wireless_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	os_family	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	chipset_text	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	dimensions	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	weight	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	water_resistance	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	network_generation	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	bluetooth_version	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	wi_fi_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	storage_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	panel_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	charging_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	cable_length_m	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	data_transfer_rate	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	camera_resolution_mp	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	video_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	sensor_set	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	sim_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TABLETS_E_READERS	poe_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	storage_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	ram_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	screen_size	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	screen_resolution	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	refresh_rate_hz	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	battery_capacity_mah	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	battery_capacity_wh	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	power_watts	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	connector_type	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	wireless_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	os_family	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	chipset_text	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	dimensions	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	weight	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	water_resistance	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	network_generation	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	bluetooth_version	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	wi_fi_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	storage_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	panel_type	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	charging_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	cable_length_m	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	data_transfer_rate	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	camera_resolution_mp	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	video_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	sensor_set	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	sim_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.MONITORS_DISPLAYS	poe_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	storage_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	ram_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	screen_size	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	screen_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	refresh_rate_hz	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	battery_capacity_mah	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	battery_capacity_wh	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	power_watts	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	connector_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	wireless_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	os_family	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	chipset_text	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	dimensions	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	weight	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	water_resistance	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	network_generation	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	bluetooth_version	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	wi_fi_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	storage_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	panel_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	charging_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	cable_length_m	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	data_transfer_rate	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	camera_resolution_mp	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	video_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	sensor_set	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	sim_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.COMPUTER_ACCESSORIES	poe_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	storage_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	ram_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	screen_size	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	screen_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	refresh_rate_hz	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	battery_capacity_mah	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	battery_capacity_wh	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	power_watts	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	connector_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	wireless_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	os_family	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	chipset_text	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	dimensions	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	weight	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	water_resistance	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	network_generation	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	bluetooth_version	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	wi_fi_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	storage_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	panel_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	charging_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	cable_length_m	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	data_transfer_rate	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	camera_resolution_mp	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	video_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	sensor_set	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	sim_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.PC_COMPONENTS	poe_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	storage_capacity	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	ram_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	screen_size	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	screen_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	refresh_rate_hz	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	battery_capacity_mah	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	battery_capacity_wh	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	power_watts	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	connector_type	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	wireless_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	os_family	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	chipset_text	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	dimensions	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	weight	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
