attribute_code	value_code	ru_label	en_label	aliases_ru	usage_scope	sort_order	is_head	notes
brand_head	UGREEN	UGREEN	UGREEN	югрин	head_identity_hint	28	true	Head brand hint for normalization; not full registry.
brand_head	TP_LINK	TP-Link	TP-Link	tp link;тп линк	head_identity_hint	29	true	Head brand hint for normalization; not full registry.
brand_head	ASROCK	ASRock	ASRock	асрок	head_identity_hint	30	true	Head brand hint for normalization; not full registry.
brand_head	GIGABYTE	Gigabyte	Gigabyte	гигабайт	head_identity_hint	31	true	Head brand hint for normalization; not full registry.
brand_head	INTEL	Intel	Intel	интел	head_identity_hint	32	true	Head brand hint for normalization; not full registry.
brand_head	AMD	AMD	AMD	амд	head_identity_hint	33	true	Head brand hint for normalization; not full registry.
brand_head	NVIDIA	NVIDIA	NVIDIA	nvidia;энвидиа	head_identity_hint	34	true	Head brand hint for normalization; not full registry.
brand_head	KINGSTON	Kingston	Kingston	кингстон	head_identity_hint	35	true	Head brand hint for normalization; not full registry.
brand_head	SANDISK	SanDisk	SanDisk	сандиск	head_identity_hint	36	true	Head brand hint for normalization; not full registry.
brand_head	WESTERN_DIGITAL	Western Digital	Western Digital	wd;western digital	head_identity_hint	37	true	Head brand hint for normalization; not full registry.
brand_head	SEAGATE	Seagate	Seagate	сигейт	head_identity_hint	38	true	Head brand hint for normalization; not full registry.
brand_head	CANON	Canon	Canon	кэнон	head_identity_hint	39	true	Head brand hint for normalization; not full registry.
brand_head	NIKON	Nikon	Nikon	никон	head_identity_hint	40	true	Head brand hint for normalization; not full registry.
brand_head	FUJIFILM	Fujifilm	Fujifilm	фуджи	head_identity_hint	41	true	Head brand hint for normalization; not full registry.
brand_head	PANASONIC	Panasonic	Panasonic	панасоник	head_identity_hint	42	true	Head brand hint for normalization; not full registry.
brand_head	DJI	DJI	DJI	диджиай	head_identity_hint	43	true	Head brand hint for normalization; not full registry.
brand_head	GOPRO	GoPro	GoPro	гоупро	head_identity_hint	44	true	Head brand hint for normalization; not full registry.
brand_head	GARMIN	Garmin	Garmin	гармин	head_identity_hint	45	true	Head brand hint for normalization; not full registry.
brand_head	BOSE	Bose	Bose	боуз	head_identity_hint	46	true	Head brand hint for normalization; not full registry.
brand_head	JBL	JBL	JBL	джибиэль	head_identity_hint	47	true	Head brand hint for normalization; not full registry.
brand_head	SENNHEISER	Sennheiser	Sennheiser	сенхайзер	head_identity_hint	48	true	Head brand hint for normalization; not full registry.
brand_head	SHURE	Shure	Shure	шур	head_identity_hint	49	true	Head brand hint for normalization; not full registry.
brand_head	BEATS	Beats	Beats	битс	head_identity_hint	50	true	Head brand hint for normalization; not full registry.
brand_head	MARSHALL	Marshall	Marshall	маршал	head_identity_hint	51	true	Head brand hint for normalization; not full registry.
brand_head	YAMAHA	Yamaha	Yamaha	ямаха	head_identity_hint	52	true	Head brand hint for normalization; not full registry.
brand_head	PIONEER	Pioneer	Pioneer	пионер	head_identity_hint	53	true	Head brand hint for normalization; not full registry.
brand_head	DENON	Denon	Denon	денон	head_identity_hint	54	true	Head brand hint for normalization; not full registry.
brand_head	PHILIPS	Philips	Philips	филипс	head_identity_hint	55	true	Head brand hint for normalization; not full registry.
brand_head	TCL	TCL	TCL	тисэль	head_identity_hint	56	true	Head brand hint for normalization; not full registry.
brand_head	HISENSE	Hisense	Hisense	хайсенс	head_identity_hint	57	true	Head brand hint for normalization; not full registry.
brand_head	NINTENDO	Nintendo	Nintendo	нинтендо	head_identity_hint	58	true	Head brand hint for normalization; not full registry.
brand_head	PLAYSTATION	PlayStation	PlayStation	sony playstation;плейстейшен;пс	head_identity_hint	59	true	Head brand hint for normalization; not full registry.
brand_head	XBOX	Xbox	Xbox	иксбокс;microsoft xbox	head_identity_hint	60	true	Head brand hint for normalization; not full registry.
brand_head	META	Meta	Meta	oculus;мета	head_identity_hint	61	true	Head brand hint for normalization; not full registry.
brand_head	VALVE	Valve	Valve	валв	head_identity_hint	62	true	Head brand hint for normalization; not full registry.
brand_head	AMAZON	Amazon	Amazon	амазон	head_identity_hint	63	true	Head brand hint for normalization; not full registry.
brand_head	YALE	Yale	Yale	йель	head_identity_hint	64	true	Head brand hint for normalization; not full registry.
brand_head	AQARA	Aqara	Aqara	акара	head_identity_hint	65	true	Head brand hint for normalization; not full registry.
brand_head	UBIQUITI	Ubiquiti	Ubiquiti	юбикуити;unifi	head_identity_hint	66	true	Head brand hint for normalization; not full registry.
brand_head	SYNOLOGY	Synology	Synology	синолоджи	head_identity_hint	67	true	Head brand hint for normalization; not full registry.
brand_head	QNAP	QNAP	QNAP	кнап	head_identity_hint	68	true	Head brand hint for normalization; not full registry.
brand_head	EPSON	Epson	Epson	эпсон	head_identity_hint	69	true	Head brand hint for normalization; not full registry.
brand_head	BROTHER	Brother	Brother	бразер	head_identity_hint	70	true	Head brand hint for normalization; not full registry.
brand_head	BLACKVUE	BlackVue	BlackVue	блэквью	head_identity_hint	71	true	Head brand hint for normalization; not full registry.
brand_head	PIONEER_CAR	Pioneer	Pioneer	пионер авто	head_identity_hint	72	true	Head brand hint for normalization; not full registry.
family_head	IPHONE	iPhone	iPhone	айфон;iphone	head_identity_hint	0	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	IPAD	iPad	iPad	айпад;ipad	head_identity_hint	1	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	MACBOOK	MacBook	MacBook	макбук;mac book	head_identity_hint	2	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	MACBOOK_AIR	MacBook Air	MacBook Air	макбук эйр	head_identity_hint	3	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	MACBOOK_PRO	MacBook Pro	MacBook Pro	макбук про	head_identity_hint	4	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	APPLE_WATCH	Apple Watch	Apple Watch	эпл вотч;applewatch	head_identity_hint	5	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	AIRPODS	AirPods	AirPods	аирподс;эйрподс	head_identity_hint	6	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	GALAXY_S	Galaxy S	Galaxy S	галакси эс;галакси s	head_identity_hint	7	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	GALAXY_Z	Galaxy Z	Galaxy Z	galaxy fold;galaxy flip	head_identity_hint	8	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	GALAXY_TAB	Galaxy Tab	Galaxy Tab	галакси таб	head_identity_hint	9	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	GALAXY_WATCH	Galaxy Watch	Galaxy Watch	галакси вотч	head_identity_hint	10	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	PIXEL	Pixel	Pixel	пиксель	head_identity_hint	11	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	REDMI_NOTE	Redmi Note	Redmi Note	редми ноут	head_identity_hint	12	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	POCO_X	POCO X	POCO X	поко x	head_identity_hint	13	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	POCO_F	POCO F	POCO F	поко f	head_identity_hint	14	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	MI_BAND	Mi Band	Mi Band	ми бэнд	head_identity_hint	15	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	THINKPAD	ThinkPad	ThinkPad	тинкпад	head_identity_hint	16	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	IDEAPAD	IdeaPad	IdeaPad	идеапад	head_identity_hint	17	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	LEGION	Legion	Legion	легион	head_identity_hint	18	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	YOGA	Yoga	Yoga	йога lenovo	head_identity_hint	19	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	XPS	XPS	XPS	dell xps	head_identity_hint	20	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	INSPIRON	Inspiron	Inspiron	инспирон	head_identity_hint	21	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	LATITUDE	Latitude	Latitude	латитьюд	head_identity_hint	22	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	ELITEBOOK	EliteBook	EliteBook	элитбук	head_identity_hint	23	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	PAVILION	Pavilion	Pavilion	павилион	head_identity_hint	24	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	ROG	ROG	ROG	republic of gamers;рог	head_identity_hint	25	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	TUF	TUF	TUF	tuf gaming	head_identity_hint	26	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	SURFACE	Surface	Surface	серфейс	head_identity_hint	27	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	SURFACE_PRO	Surface Pro	Surface Pro	surface pro	head_identity_hint	28	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	KINDLE	Kindle	Kindle	киндл	head_identity_hint	29	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	KINDLE_PAPERWHITE	Kindle Paperwhite	Kindle Paperwhite	киндл пейпервайт	head_identity_hint	30	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	ULTRASHARP	UltraSharp	UltraSharp	ultrasharp dell	head_identity_hint	31	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	ODYSSEY	Odyssey	Odyssey	самсунг одиссей	head_identity_hint	32	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	ULTRAGEAR	UltraGear	UltraGear	lg ultragear	head_identity_hint	33	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	GEFORCE_RTX	GeForce RTX	GeForce RTX	rtx;джифорс	head_identity_hint	34	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	GEFORCE_GTX	GeForce GTX	GeForce GTX	gtx;джифорс	head_identity_hint	35	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	RADEON_RX	Radeon RX	Radeon RX	radeon;радеон	head_identity_hint	36	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	RYZEN	Ryzen	Ryzen	райзен	head_identity_hint	37	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	CORE_I	Core i	Core i	intel core	head_identity_hint	38	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	PLAYSTATION	PlayStation	PlayStation	ps;ps5;ps4;пс5	head_identity_hint	39	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	XBOX_SERIES	Xbox Series	Xbox Series	series x;series s	head_identity_hint	40	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	NINTENDO_SWITCH	Nintendo Switch	Nintendo Switch	свитч;switch oled	head_identity_hint	41	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	QUEST	Quest	Quest	oculus quest;meta quest	head_identity_hint	42	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	ALPHA	Alpha	Alpha	sony alpha;sony a	head_identity_hint	43	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	EOS	EOS	EOS	canon eos	head_identity_hint	44	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	NIKON_Z	Nikon Z	Nikon Z	nikon z	head_identity_hint	45	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	LUMIX	Lumix	Lumix	панасоник люмикс	head_identity_hint	46	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	MAVIC	Mavic	Mavic	dji mavic	head_identity_hint	47	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	MINI_DRONE	DJI Mini	DJI Mini	dji mini	head_identity_hint	48	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	OSMO	Osmo	Osmo	dji osmo	head_identity_hint	49	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	HERO	HERO	HERO	gopro hero	head_identity_hint	50	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	WH_1000X	WH-1000X	WH-1000X	sony wh1000;wh-1000	head_identity_hint	51	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	WF_1000X	WF-1000X	WF-1000X	sony wf1000;wf-1000	head_identity_hint	52	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	QUIETCOMFORT	QuietComfort	QuietComfort	qc;bose quietcomfort	head_identity_hint	53	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	FLIP	JBL Flip	JBL Flip	джибиэль флип	head_identity_hint	54	true	Head family hint for parsing; exact model registry remains downstream/runtime.
