alias_id	locale	query	target_type	target_id	flags	match_kind	negative_tokens	is_blocked	source	weight	notes
appl_0025	ru-RU	плита	NODE	bn_appl_major_stoves	POSITIVE	TOKEN	osb;дсп;керамогранит;плитка;тротуарная	false	SEED	76	stage2.1.appl:positive
appl_0026	ru-RU	газовая плита	NODE	bn_appl_major_stoves	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0027	ru-RU	электроплита	NODE	bn_appl_major_stoves	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0028	ru-RU	комбинированная плита	NODE	bn_appl_major_stoves	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0029	ru-RU	кухонная плита	NODE	bn_appl_major_stoves	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0030	ru-RU	варочная панель	NODE	bn_appl_major_cooktops	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0031	ru-RU	индукционная панель	NODE	bn_appl_major_cooktops	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0032	ru-RU	индукционная варочная панель	NODE	bn_appl_major_cooktops	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0033	ru-RU	электрическая варочная панель	NODE	bn_appl_major_cooktops	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0034	ru-RU	газовая варочная панель	NODE	bn_appl_major_cooktops	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0035	ru-RU	духовой шкаф	NODE	bn_appl_major_ovens	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0036	ru-RU	духовка	NODE	bn_appl_major_ovens	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0037	ru-RU	электрический духовой шкаф	NODE	bn_appl_major_ovens	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0038	ru-RU	встраиваемая духовка	NODE	bn_appl_major_ovens	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0039	ru-RU	вытяжка	NODE	bn_appl_major_hoods	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0040	ru-RU	кухонная вытяжка	NODE	bn_appl_major_hoods	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0041	ru-RU	вытяжки для кухни	NODE	bn_appl_major_hoods	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0042	ru-RU	встраиваемая вытяжка	NODE	bn_appl_major_hoods	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0043	ru-RU	встраиваемая техника	NODE	bn_appl_major_builtin	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0044	ru-RU	встроенная техника	NODE	bn_appl_major_builtin	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0045	ru-RU	встройка кухня	NODE	bn_appl_major_builtin	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0046	ru-RU	встраиваемая бытовая техника	NODE	bn_appl_major_builtin	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0047	ru-RU	винный шкаф	NODE	bn_appl_major_winecoolers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0048	ru-RU	винный холодильник	NODE	bn_appl_major_winecoolers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0049	ru-RU	холодильник для вина	NODE	bn_appl_major_winecoolers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0050	ru-RU	винные шкафы	NODE	bn_appl_major_winecoolers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0051	ru-RU	микроволновка	NODE	bn_appl_kitchen_microwaves	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0052	ru-RU	микроволновая печь	NODE	bn_appl_kitchen_microwaves	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0053	ru-RU	свч	NODE	bn_appl_kitchen_microwaves	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0054	ru-RU	печь свч	NODE	bn_appl_kitchen_microwaves	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0055	ru-RU	встраиваемая микроволновка	NODE	bn_appl_kitchen_microwaves	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0056	ru-RU	кофемашина	NODE	bn_appl_kitchen_coffee_machines	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0057	ru-RU	автоматическая кофемашина	NODE	bn_appl_kitchen_coffee_machines	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0058	ru-RU	капсульная кофемашина	NODE	bn_appl_kitchen_coffee_machines	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0059	ru-RU	кофемашины nespresso	NODE	bn_appl_kitchen_coffee_machines	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0060	ru-RU	кофемашина delonghi	NODE	bn_appl_kitchen_coffee_machines	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0061	ru-RU	кофеварка	NODE	bn_appl_kitchen_coffee_makers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0062	ru-RU	капельная кофеварка	NODE	bn_appl_kitchen_coffee_makers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0063	ru-RU	рожковая кофеварка	NODE	bn_appl_kitchen_coffee_makers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0064	ru-RU	гейзерная кофеварка	NODE	bn_appl_kitchen_coffee_makers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0065	ru-RU	электрочайник	NODE	bn_appl_kitchen_kettles	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0066	ru-RU	чайник электрический	NODE	bn_appl_kitchen_kettles	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0067	ru-RU	умный чайник	NODE	bn_appl_kitchen_kettles	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0068	ru-RU	стеклянный электрочайник	NODE	bn_appl_kitchen_kettles	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0069	ru-RU	блендер	NODE	bn_appl_kitchen_blenders	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0070	ru-RU	погружной блендер	NODE	bn_appl_kitchen_blenders	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0071	ru-RU	стационарный блендер	NODE	bn_appl_kitchen_blenders	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0072	ru-RU	блендеры	NODE	bn_appl_kitchen_blenders	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0073	ru-RU	миксер	NODE	bn_appl_kitchen_mixers	POSITIVE	TOKEN	пульт;dj;микшерный	false	SEED	76	stage2.1.appl:positive
appl_0074	ru-RU	планетарный миксер	NODE	bn_appl_kitchen_mixers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0075	ru-RU	ручной миксер	NODE	bn_appl_kitchen_mixers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0076	ru-RU	миксеры	NODE	bn_appl_kitchen_mixers	POSITIVE	TOKEN	пульт;dj;микшерный	false	SEED	76	stage2.1.appl:positive
appl_0077	ru-RU	кухонный комбайн	NODE	bn_appl_kitchen_processors	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0078	ru-RU	комбайн кухонный	NODE	bn_appl_kitchen_processors	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0079	ru-RU	food processor	NODE	bn_appl_kitchen_processors	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0080	ru-RU	комбайны	NODE	bn_appl_kitchen_processors	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0081	ru-RU	мясорубка	NODE	bn_appl_kitchen_meat_grinders	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0082	ru-RU	электромясорубка	NODE	bn_appl_kitchen_meat_grinders	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0083	ru-RU	мясорубки	NODE	bn_appl_kitchen_meat_grinders	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0084	ru-RU	мясорубка электрическая	NODE	bn_appl_kitchen_meat_grinders	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0085	ru-RU	соковыжималка	NODE	bn_appl_kitchen_juicers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0086	ru-RU	шнековая соковыжималка	NODE	bn_appl_kitchen_juicers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0087	ru-RU	центробежная соковыжималка	NODE	bn_appl_kitchen_juicers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0088	ru-RU	соковыжималки	NODE	bn_appl_kitchen_juicers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0089	ru-RU	мультиварка	NODE	bn_appl_kitchen_multicookers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0090	ru-RU	скороварка	NODE	bn_appl_kitchen_multicookers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0091	ru-RU	мультиварки	NODE	bn_appl_kitchen_multicookers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0092	ru-RU	мультиварка-скороварка	NODE	bn_appl_kitchen_multicookers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0093	ru-RU	аэрогриль	NODE	bn_appl_kitchen_airfryers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0094	ru-RU	аэрофритюрница	NODE	bn_appl_kitchen_airfryers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0095	ru-RU	фритюрница	NODE	bn_appl_kitchen_airfryers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0096	ru-RU	аэрогрили	NODE	bn_appl_kitchen_airfryers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0097	ru-RU	air fryer	NODE	bn_appl_kitchen_airfryers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0098	ru-RU	тостер	NODE	bn_appl_kitchen_toasters	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0099	ru-RU	сэндвичница	NODE	bn_appl_kitchen_toasters	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0100	ru-RU	бутербродница	NODE	bn_appl_kitchen_toasters	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0101	ru-RU	тостеры	NODE	bn_appl_kitchen_toasters	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0102	ru-RU	вафельница	NODE	bn_appl_kitchen_toasters	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0103	ru-RU	электрогриль	NODE	bn_appl_kitchen_grills	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0104	ru-RU	гриль электрический	NODE	bn_appl_kitchen_grills	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0105	ru-RU	контактный гриль	NODE	bn_appl_kitchen_grills	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0106	ru-RU	гриль тефаль	NODE	bn_appl_kitchen_grills	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0107	ru-RU	фильтр для воды	NODE	bn_appl_kitchen_water_filters	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0108	ru-RU	очиститель воды	NODE	bn_appl_kitchen_water_filters	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0109	ru-RU	фильтр-кувшин	NODE	bn_appl_kitchen_water_filters	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0110	ru-RU	картридж для фильтра	NODE	bn_appl_kitchen_water_filters	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0111	ru-RU	аквафор картридж	NODE	bn_appl_kitchen_water_filters	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0112	ru-RU	барьер фильтр	NODE	bn_appl_kitchen_water_filters	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0113	ru-RU	пылесос	NODE	bn_appl_homecare_vacuums	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0114	ru-RU	пылесосы	NODE	bn_appl_homecare_vacuums	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0115	ru-RU	моющий пылесос	NODE	bn_appl_homecare_vacuums	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0116	ru-RU	вертикальный пылесос	NODE	bn_appl_homecare_vacuums	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0117	ru-RU	пылесос без мешка	NODE	bn_appl_homecare_vacuums	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0118	ru-RU	робот пылесос	NODE	bn_appl_homecare_robot_vacuums	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0119	ru-RU	робот-пылесос	NODE	bn_appl_homecare_robot_vacuums	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0120	ru-RU	роботы пылесосы	NODE	bn_appl_homecare_robot_vacuums	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0121	ru-RU	робот пылесос xiaomi	NODE	bn_appl_homecare_robot_vacuums	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0122	ru-RU	пароочиститель	NODE	bn_appl_homecare_steam_cleaners	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0123	ru-RU	паровая швабра	NODE	bn_appl_homecare_steam_cleaners	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0124	ru-RU	пароочистители	NODE	bn_appl_homecare_steam_cleaners	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0125	ru-RU	швабра паровая	NODE	bn_appl_homecare_steam_cleaners	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0126	ru-RU	утюг	NODE	bn_appl_homecare_irons	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0127	ru-RU	утюги	NODE	bn_appl_homecare_irons	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0128	ru-RU	утюг с паром	NODE	bn_appl_homecare_irons	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0129	ru-RU	утюг беспроводной	NODE	bn_appl_homecare_irons	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0130	ru-RU	отпариватель	NODE	bn_appl_homecare_steamers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0131	ru-RU	ручной отпариватель	NODE	bn_appl_homecare_steamers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0132	ru-RU	парогенератор	NODE	bn_appl_homecare_steamers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0133	ru-RU	парогенераторы	NODE	bn_appl_homecare_steamers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0134	ru-RU	отпариватель для одежды	NODE	bn_appl_homecare_steamers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0135	ru-RU	кондиционер	NODE	bn_appl_climate_air_conditioners	POSITIVE	TOKEN	волос;белья	false	SEED	76	stage2.1.appl:positive
appl_0136	ru-RU	сплит-система	NODE	bn_appl_climate_air_conditioners	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0137	ru-RU	сплит система	NODE	bn_appl_climate_air_conditioners	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0138	ru-RU	инверторный кондиционер	NODE	bn_appl_climate_air_conditioners	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0139	ru-RU	мультисплит	NODE	bn_appl_climate_air_conditioners	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0140	ru-RU	сплит	NODE	bn_appl_climate_air_conditioners	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0141	ru-RU	мобильный кондиционер	NODE	bn_appl_climate_portable_ac	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0142	ru-RU	напольный кондиционер	NODE	bn_appl_climate_portable_ac	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0143	ru-RU	портативный кондиционер	NODE	bn_appl_climate_portable_ac	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0144	ru-RU	мобильные кондиционеры	NODE	bn_appl_climate_portable_ac	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0145	ru-RU	обогреватель	NODE	bn_appl_climate_heaters	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0146	ru-RU	тепловентилятор	NODE	bn_appl_climate_heaters	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0147	ru-RU	масляный радиатор	NODE	bn_appl_climate_heaters	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0148	ru-RU	инфракрасный обогреватель	NODE	bn_appl_climate_heaters	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0149	ru-RU	электрообогреватель	NODE	bn_appl_climate_heaters	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0150	ru-RU	конвектор	NODE	bn_appl_climate_convectors	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0151	ru-RU	электроконвектор	NODE	bn_appl_climate_convectors	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0152	ru-RU	конвекторы отопления	NODE	bn_appl_climate_convectors	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0153	ru-RU	настенный конвектор	NODE	bn_appl_climate_convectors	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0154	ru-RU	вентилятор	NODE	bn_appl_climate_fans	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0155	ru-RU	напольный вентилятор	NODE	bn_appl_climate_fans	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0156	ru-RU	колонный вентилятор	NODE	bn_appl_climate_fans	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0157	ru-RU	вентилятор башня	NODE	bn_appl_climate_fans	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0158	ru-RU	вентиляторы	NODE	bn_appl_climate_fans	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0159	ru-RU	увлажнитель	NODE	bn_appl_climate_humidifiers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0160	ru-RU	увлажнитель воздуха	NODE	bn_appl_climate_humidifiers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0161	ru-RU	ультразвуковой увлажнитель	NODE	bn_appl_climate_humidifiers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0162	ru-RU	увлажнители	NODE	bn_appl_climate_humidifiers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0163	ru-RU	очиститель воздуха	NODE	bn_appl_climate_purifiers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0164	ru-RU	воздухоочиститель	NODE	bn_appl_climate_purifiers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0165	ru-RU	hepa очиститель	NODE	bn_appl_climate_purifiers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0166	ru-RU	очистители воздуха	NODE	bn_appl_climate_purifiers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0167	ru-RU	осушитель воздуха	NODE	bn_appl_climate_dehumidifiers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0168	ru-RU	осушители воздуха	NODE	bn_appl_climate_dehumidifiers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0169	ru-RU	влагопоглотитель осушитель	NODE	bn_appl_climate_dehumidifiers	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0170	ru-RU	климатический комплекс	NODE	bn_appl_climate_complexes	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0171	ru-RU	мойка воздуха	NODE	bn_appl_climate_complexes	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0172	ru-RU	очиститель и увлажнитель	NODE	bn_appl_climate_complexes	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0173	ru-RU	климат-комплекс	NODE	bn_appl_climate_complexes	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0174	ru-RU	запчасти для бытовой техники	NODE	bn_appl_acc_parts	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0175	ru-RU	запчасти для холодильника	NODE	bn_appl_acc_parts	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0176	ru-RU	запчасти стиральной машины	NODE	bn_appl_acc_parts	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0177	ru-RU	ремкомплект пылесоса	NODE	bn_appl_acc_parts	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0178	ru-RU	аксессуары для бытовой техники	NODE	bn_appl_acc_accessories	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0179	ru-RU	шланг для пылесоса	NODE	bn_appl_acc_accessories	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0180	ru-RU	насадки для пылесоса	NODE	bn_appl_acc_accessories	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0181	ru-RU	полки для холодильника	NODE	bn_appl_acc_accessories	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0182	ru-RU	мешки для пылесоса	NODE	bn_appl_acc_consumables	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0183	ru-RU	фильтр для пылесоса	NODE	bn_appl_acc_consumables	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0184	ru-RU	картридж	NODE	bn_appl_acc_consumables	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0185	ru-RU	фильтры	NODE	bn_appl_acc_consumables	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0186	ru-RU	расходники для техники	NODE	bn_appl_acc_consumables	POSITIVE	TOKEN		false	SEED	76	stage2.1.appl:positive
appl_0187	ru-RU	кондиционер для волос	CANONICAL	BEAUTY.HAIRCARE	DISAMBIGUATE	PREFIX		false	SEED	90	stage2.1.appl:disambiguate
appl_0188	ru-RU	кондиционер для белья	CANONICAL	HOME.CLEANING	DISAMBIGUATE	PREFIX		false	SEED	90	stage2.1.appl:disambiguate
appl_0189	ru-RU	микшерный пульт	CANONICAL	TECH.AUDIO	DISAMBIGUATE	PREFIX		false	SEED	90	stage2.1.appl:disambiguate
appl_0190	ru-RU	сушилка напольная для белья	CANONICAL	HOME.STORAGE	DISAMBIGUATE	PREFIX		false	SEED	90	stage2.1.appl:disambiguate
appl_0191	ru-RU	плита osb	CANONICAL	HOME.REPAIR_TOOLS	DISAMBIGUATE	PREFIX		false	SEED	90	stage2.1.appl:disambiguate
appl_0192	ru-RU	эпилятор	CANONICAL	BEAUTY.DEVICES	NEGATIVE_FOR_APPL	PREFIX		false	SEED	94	stage2.1.appl:negative_for_appl
appl_0193	ru-RU	фен для волос	CANONICAL	BEAUTY.DEVICES	NEGATIVE_FOR_APPL	PREFIX		false	SEED	94	stage2.1.appl:negative_for_appl
