qid	query_text	locale	expected_route_kind	expected_target	expected_l0	expected_l1	intent	notes
Q.FOOD.0039	вода минеральная Greenfield 2 л самовывоз	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0040	чай черный Простоквашино 500 г	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0041	чай зеленый Bonduelle	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0042	сок Мираторг 5 кг по акции	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0043	вода минеральная Makfa 0.5 л	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0044	кофе в зернах Bonduelle 10 шт по акции	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0045	энергетик Maggi 0.5 л с доставкой	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0046	чай черный Heinz 10 шт	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0047	молочный коктейль Pepsi 500 г самовывоз	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0048	вода 5л	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0049	вода минеральная Останкино 0.5 л оптом	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0050	вода 5л купить	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0051	кофе в зернах Nestle 500 г самовывоз	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0052	чай черный Мираторг 5 л самовывоз	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0053	газировка Red Bull 20 шт	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0054	кофе растворимый Bonduelle 0.5 л недорого	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0055	сок Heinz 1 л с доставкой	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0056	энергетик Red Bull 5 л	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0057	сок Bonduelle 1.5 л самовывоз	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0058	чай зеленый Red Bull	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0059	чай черный Red Bull 20 шт	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0060	сок Bonduelle 2 кг	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	
Q.FOOD.0061	напитки купить	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	browse	category browse
Q.FOOD.0062	напитки рядом	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	browse	category browse
Q.FOOD.0063	майонез Greenfield	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0064	хлеб Pringles купить	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0065	замороженные овощи Lavazza 5 л самовывоз	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0066	сахар 5 л	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0067	бананы 10 шт	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0068	хлеб Lipton	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0069	сахар 0.5 л недорого	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0070	фарш говяжий 0.5 л	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0071	сыр Red Bull 1 л недорого	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0072	молоко Агуша 2 л самовывоз	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0073	соус Nescafe оптом	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0074	овощи набор 20 шт по акции	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0075	молоко Greenfield 5 л купить	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0076	рис Агуша 20 шт купить	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0077	пельмени Coca-Cola 2 л	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0078	кетчуп Jacobs недорого	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0079	мука 2 кг недорого	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0080	овощи набор 5 л	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0081	молоко Lays 1 кг по акции	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0082	консервы горошек Мираторг	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0083	бананы 1.5 л	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0084	хлеб Ahmad	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0085	хлеб Heinz рядом	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0086	молоко Роллтон 1 л	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0087	соус Агуша самовывоз	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0088	курица филе 200 г по акции	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0089	бананы 200 г	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0090	пельмени Останкино 2 л	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0091	яйца 10 шт	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0092	рис Роллтон 2 кг	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0093	макароны Pepsi 0.5 л недорого	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0094	яйца 2 кг самовывоз	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0095	бананы 1 кг	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0096	молоко Роллтон 5 кг самовывоз	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0097	кетчуп Pepsi самовывоз	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0098	рис Greenfield 0.5 л оптом	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0099	яйца 10 шт	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0100	молоко Lavazza 20 шт	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0101	майонез Jacobs недорого	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0102	бананы 200 г с доставкой	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0103	молоко Greenfield 2 кг	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0104	фарш говяжий 1 л по акции	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0105	гречка Простоквашино 1 кг по акции	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0106	майонез Kinder самовывоз	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0107	сахар 1.5 л по акции	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0108	сыр Lavazza 500 г	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0109	рис Coca-Cola 5 кг с доставкой	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0110	молоко Maggi 200 г самовывоз	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0111	фарш говяжий 2 кг	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0112	кетчуп Maggi по акции	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0113	макароны Makfa 2 л	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0114	молоко Nestle 2 л купить	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0115	яйца 1 кг	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0116	кетчуп Bonduelle	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0117	сыр Nescafe 1 кг	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0118	бананы 0.5 л	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0119	соус Роллтон	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0120	макароны Kinder 200 г купить	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0121	макароны Pringles 200 г	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0122	курица филе 5 кг	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	product	
Q.FOOD.0123	продукты (бакалея, свежие и т.п.) купить	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	browse	category browse
Q.FOOD.0124	продукты (бакалея, свежие и т.п.) рядом	ru-RU	canonical	FOOD.GROCERIES	FOOD	FOOD.GROCERIES	browse	category browse
Q.FOOD.0125	бизнес ланч 5 л оптом	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0126	салат цезарь 2 л	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0127	суши набор 2 л оптом	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0128	сэндвич 20 шт рядом	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0129	пюре с котлетой 2 л	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0130	сэндвич 200 г недорого	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0131	салат цезарь 2 л	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0132	блины 2 кг по акции	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0133	сэндвич 1 л	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0134	сырники 5 кг	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0135	пицца пепперони оптом	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0136	суши набор 20 шт по акции	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0137	роллы филадельфия	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0138	бизнес ланч 5 кг	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0139	пицца пепперони	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0140	суши набор 5 л	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0141	сэндвич 1 кг рядом	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0142	роллы филадельфия самовывоз	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0143	борщ готовый 1 л рядом	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0144	салат цезарь 1 л	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0145	пюре с котлетой 0.5 л	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0146	блины 500 г недорого	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0147	роллы филадельфия	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0148	бизнес ланч 2 л	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0149	суши набор 5 кг	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0150	суши набор 2 кг самовывоз	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0151	блины 10 шт купить	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0152	роллы филадельфия недорого	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0153	бизнес ланч 200 г купить	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0154	пюре с котлетой 2 кг оптом	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0155	сырники 200 г самовывоз	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0156	салат цезарь 200 г	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0157	борщ готовый 200 г	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0158	салат цезарь 1.5 л	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0159	роллы филадельфия	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0160	салат цезарь 1 кг	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0161	круассан Lays	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0162	суши набор 20 шт с доставкой	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0163	бизнес ланч 1.5 л	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0164	суши набор 10 шт	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0165	блины 2 кг оптом	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0166	салат цезарь 5 кг	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0167	сырники 5 л по акции	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0168	роллы филадельфия с доставкой	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0169	суши набор 20 шт недорого	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0170	пицца пепперони	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0171	пюре с котлетой 1 л с доставкой	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0172	пюре с котлетой 0.5 л рядом	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0173	роллы филадельфия	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0174	торт Ahmad 20 шт по акции	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0175	круассан Heinz купить	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0176	паста готовая 2 кг	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0177	бизнес ланч 10 шт с доставкой	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0178	пицца пепперони	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0179	суши набор 1 л	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0180	салат цезарь 20 шт	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0181	суши набор 20 шт оптом	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0182	борщ готовый 0.5 л рядом	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0183	сырники 1 л	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0184	пицца пепперони рядом	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	
Q.FOOD.0185	готовая еда купить	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	browse	category browse
Q.FOOD.0186	готовая еда рядом	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	browse	category browse
Q.FOOD.0187	печенье Pringles 500 г	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0188	вафли Milka 1 кг	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0189	орехи миндаль 2 л оптом	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0190	жвачка Coca-Cola недорого	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0191	чипсы Агуша 1.5 л по акции	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0192	шоколад Heinz 500 г недорого	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0193	орехи миндаль 10 шт	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0194	мармелад Coca-Cola 200 г недорого	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0195	орехи миндаль 500 г	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0196	шоколад Bonduelle 1 кг самовывоз	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0197	печенье Heinz 200 г	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0198	фисташки 500 г	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0199	сухарики Простоквашино 500 г	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0200	батончик Lipton 10 шт	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0201	печенье Lavazza 200 г рядом	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0202	фисташки 20 шт рядом	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0203	сухарики Агуша 0.5 л	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0204	сухофрукты курага 5 кг по акции	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0205	фисташки 5 л по акции	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0206	конфеты Kinder 20 шт	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0207	конфеты Nescafe 2 л по акции	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0208	мармелад Lavazza 10 шт самовывоз	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
